question,correct_answer,id,dataset,ground_truth,prompt,prediction,reference_answer,reference_answer_source,reference_evidence,question_type_v2,reference_answer_v2,reference_answer_valid,reference_validation_reason,reference_answer_source_v2,exact_match,token_f1,contains_ground_truth,contains_prediction_in_reference,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,similarity_v2_sentence_transformers_all_MiniLM_L6_v2,similarity_BAAI_bge_base_en_v1.5,similarity_v2_BAAI_bge_base_en_v1.5,entity_overlap,hybrid_sentence_transformers_all_MiniLM_L6_v2,hybrid_BAAI_bge_base_en_v1.5,result_group,dataset_result,task_type,model,failure_kind,active_similarity,distance,human_category,human_type,human_rationale
who owns the land under this navigable river,"Riparian water rights In determining the contours of riparian rights, there is a clear distinction between navigable (public) waters and non-navigable waters. The land below navigable waters is the property of state,[3] and subject to all the public land laws and in most states public trust rights. Navigable waters are treated as public highways with any exclusive riparian right ending at the ordinary high water mark. Like a road, any riparian right is subordinate to the public's right to travel on the river, but any public right is subject to nuisance laws and the police power of the state. It is not an individual right or liberty interest. Because a finding of navigability establishes state versus federal property, navigability for purposes of riverbed title is a federal question determined under federal law; the states retain residual power to define navigability for the purposes of defining the public trust over water within their borders.[4] A non-navigable stream is synonymous with private property, or jointly-owned property if it serves as a boundary.",sample_244,nq,"Riparian water rights In determining the contours of riparian rights, there is a clear distinction between navigable (public) waters and non-navigable waters. The land below navigable waters is the property of state,[3] and subject to all the public land laws and in most states public trust rights. Navigable waters are treated as public highways with any exclusive riparian right ending at the ordinary high water mark. Like a road, any riparian right is subordinate to the public's right to travel on the river, but any public right is subject to nuisance laws and the police power of the state. It is not an individual right or liberty interest. Because a finding of navigability establishes state versus federal property, navigability for purposes of riverbed title is a federal question determined under federal law; the states retain residual power to define navigability for the purposes of defining the public trust over water within their borders.[4] A non-navigable stream is synonymous with private property, or jointly-owned property if it serves as a boundary.","Answer the following question in one or two concise sentences.

Question: who owns the land under this navigable river

Answer:",The land under a navigable river is typically owned by the government or the state.,"The land below navigable waters is the property of state, and subject to all the public land laws and in most states public trust rights",nq_evidence_sentence,"The land below navigable waters is the property of state, and subject to all the public land laws and in most states public trust rights",who,"The land below navigable waters is the property of state, and subject to all the public land laws and in most states public trust rights",True,valid,nq_evidence_sentence,0,0.24242424242424246,0,0,0,0.7613223195075989,0.7613223195075989,0.8356889486312866,0.8356889486312866,1.0,0.8329256236553192,0.8849822640419006,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8356889486312866,0.16431105136871338,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
why do you sneeze if you look at the sun,"Photic sneeze reflex The photic sneeze reflex (also known as photoptarmosis, Autosomal Dominant Compelling Helio-Ophthalmic Outburst Syndrome (ACHOO)[1] and colloquially sun sneezing) is a condition that causes variable difficulty to control sneezing in response to numerous stimuli, such as looking at bright lights or periocular (surrounding the eyeball) injection. The condition affects 18-35% of the population in the United States,[2] but its exact mechanism of action is not well understood.[3]",sample_245,nq,"Photic sneeze reflex The photic sneeze reflex (also known as photoptarmosis, Autosomal Dominant Compelling Helio-Ophthalmic Outburst Syndrome (ACHOO)[1] and colloquially sun sneezing) is a condition that causes variable difficulty to control sneezing in response to numerous stimuli, such as looking at bright lights or periocular (surrounding the eyeball) injection. The condition affects 18-35% of the population in the United States,[2] but its exact mechanism of action is not well understood.[3]","Answer the following question in one or two concise sentences.

Question: why do you sneeze if you look at the sun

Answer:","You don't typically sneeze from looking at the sun; this is a myth. Sneezing is usually triggered by irritation in the nasal passages, not light exposure.","Photic sneeze reflex The photic sneeze reflex and colloquially sun sneezing) is a condition that causes variable difficulty to control sneezing in response to numerous stimuli, such as looking at bright lights or periocular injection",nq_evidence_sentence,"Photic sneeze reflex The photic sneeze reflex and colloquially sun sneezing) is a condition that causes variable difficulty to control sneezing in response to numerous stimuli, such as looking at bright lights or periocular injection",general,"Photic sneeze reflex The photic sneeze reflex and colloquially sun sneezing) is a condition that causes variable difficulty to control sneezing in response to numerous stimuli, such as looking at bright lights or periocular injection",True,valid,nq_evidence_sentence,0,0.2807017543859649,0,0,0,0.6230423450469971,0.6230423450469971,0.8006722331047058,0.8006722331047058,0.0,0.4361296415328979,0.560470563173294,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8006722331047058,0.1993277668952942,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
who plays gwen in the amazing spider man,"Emma Stone Stone gained wider recognition for playing Gwen Stacy in the 2012 superhero film The Amazing Spider-Man, and its sequel in 2014. She was nominated for an Academy Award for Best Supporting Actress for the role of a recovering drug addict in the black comedy-drama Birdman (2014). Her Broadway debut came in a revival of the musical Cabaret (2014â€“2015). Stone won an Academy Award for Best Actress for playing an aspiring actress in the highly successful musical film La La Land (2016), following which she portrayed Billie Jean King in the biographical sports film Battle of the Sexes (2017).",sample_259,nq,"Emma Stone Stone gained wider recognition for playing Gwen Stacy in the 2012 superhero film The Amazing Spider-Man, and its sequel in 2014. She was nominated for an Academy Award for Best Supporting Actress for the role of a recovering drug addict in the black comedy-drama Birdman (2014). Her Broadway debut came in a revival of the musical Cabaret (2014â€“2015). Stone won an Academy Award for Best Actress for playing an aspiring actress in the highly successful musical film La La Land (2016), following which she portrayed Billie Jean King in the biographical sports film Battle of the Sexes (2017).","Answer the following question in one or two concise sentences.

Question: who plays gwen in the amazing spider man

Answer:",Emma Stone plays Gwen Stacy in The Amazing Spider-Man.,Emma Stone Stone,nq_who_heuristic,"Emma Stone Stone gained wider recognition for playing Gwen Stacy in the 2012 superhero film The Amazing Spider-Man, and its sequel in 2014",who,Emma Stone Stone,True,valid,nq_who_heuristic,0,0.3333333333333333,0,0,0,0.518090009689331,0.518090009689331,0.8198230862617493,0.8198230862617493,0.0,0.3626630067825317,0.5738761603832244,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8198230862617493,0.18017691373825073,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
where do you find the apple menu on a mac,"Apple menu The Apple menu is a drop-down menu that is on left side of the menu bar in the classic Mac OS, macOS and A/UX operating systems. The Apple menu's role has changed throughout the history of Apple Inc.'s operating systems, but the menu has always featured a version of the Apple logo.",sample_268,nq,"Apple menu The Apple menu is a drop-down menu that is on left side of the menu bar in the classic Mac OS, macOS and A/UX operating systems. The Apple menu's role has changed throughout the history of Apple Inc.'s operating systems, but the menu has always featured a version of the Apple logo.","Answer the following question in one or two concise sentences.

Question: where do you find the apple menu on a mac

Answer:","You find the Apple menu in the top-left corner of the screen, next to the menu bar.","Apple menu The Apple menu is a drop-down menu that is on left side of the menu bar in the classic Mac OS, macOS and A/UX operating systems",nq_evidence_sentence,"Apple menu The Apple menu is a drop-down menu that is on left side of the menu bar in the classic Mac OS, macOS and A/UX operating systems",where,"Apple menu The Apple menu is a drop-down menu that is on left side of the menu bar in the classic Mac OS, macOS and A/UX operating systems",True,valid,nq_evidence_sentence,0,0.358974358974359,0,0,0,0.7421792149543762,0.7421792149543762,0.818882942199707,0.818882942199707,0.4,0.6395254504680633,0.6932180595397949,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.818882942199707,0.18111705780029297,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
what is the first pillar of islam called,"Shahada Recitation of the shahādah is the most common statement of faith for Muslims. In Sunni Islam, it is counted as the first of the Five Pillars of Islam,[9] while the Shi'i Twelvers and Isma'ilis also have the shahada as among their pillars of faith.[19] It is whispered by the father into the ear of a newborn child,[9] and it is whispered into the ear of a dying person.[20] The five canonical daily prayers each include a recitation of the shahada.[17] Recitation of the shahada in front of witnesses is also the first and only formal step in conversion to Islam.[9] This occasion often attracts more than the two required witnesses and sometimes includes a party-like celebration to welcome the convert into their new faith.[11] In accordance with the central importance played by the notion of intention (Arabic: نیّة‎‎, niyyah) in Islamic doctrine, the recitation of the shahada must reflect understanding of its import and heartfelt sincerity.[21][22] Intention is what differentiates acts of devotion from mundane acts and a simple reading of the shahada from invoking it as a ritual activity.[21][22]",sample_269,nq,"Shahada Recitation of the shahādah is the most common statement of faith for Muslims. In Sunni Islam, it is counted as the first of the Five Pillars of Islam,[9] while the Shi'i Twelvers and Isma'ilis also have the shahada as among their pillars of faith.[19] It is whispered by the father into the ear of a newborn child,[9] and it is whispered into the ear of a dying person.[20] The five canonical daily prayers each include a recitation of the shahada.[17] Recitation of the shahada in front of witnesses is also the first and only formal step in conversion to Islam.[9] This occasion often attracts more than the two required witnesses and sometimes includes a party-like celebration to welcome the convert into their new faith.[11] In accordance with the central importance played by the notion of intention (Arabic: نیّة‎‎, niyyah) in Islamic doctrine, the recitation of the shahada must reflect understanding of its import and heartfelt sincerity.[21][22] Intention is what differentiates acts of devotion from mundane acts and a simple reading of the shahada from invoking it as a ritual activity.[21][22]","Answer the following question in one or two concise sentences.

Question: what is the first pillar of islam called

Answer:",The first pillar of Islam is called Shahada.,"In Sunni Islam, it is counted as the first of the Five Pillars of Islam, while the Shi'i Twelvers and Isma'ilis also have the shahada as among their pillars of faith. It is whispered by the.",nq_evidence_sentence,"In Sunni Islam, it is counted as the first of the Five Pillars of Islam, while the Shi'i Twelvers and Isma'ilis also have the shahada as among their pillars of faith. It is whispered by the father into the ear of a newborn child, and it is whispered into the ear of a dying person. The five canonical daily prayers each include a recitation of the shahada. Recitation of the shahada in front of witnesses is also the first and only formal step in conversion to Islam. This occasion often attracts more than the two required witnesses and sometimes includes a party-like celebration to welcome the convert into their new faith. In accordance with the central importance played by the notion of intention in Islamic doctrine, the recitation of the shahada must reflect understanding of its import and heartfelt sincerity. Intention is what differentiates acts of devotion from mundane acts and a simple reading of the shahada from invoking it as a ritual activity",definition,"In Sunni Islam, it is counted as the first of the Five Pillars of Islam, while the Shi'i Twelvers and Isma'ilis also have the shahada as among their pillars of faith. It is whispered by the",False,long_evidence_fallback,nq_evidence_sentence,0,0.30000000000000004,0,0,0,0.7137313485145569,0.7076241374015808,0.8430147767066956,0.8397971987724304,0.2,0.5596119439601898,0.6501103436946869,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8430147767066956,0.15698522329330444,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
what battle took place at breeds hill near boston,"Battle of Bunker Hill The Battle of Bunker Hill was fought on June 17, 1775, during the Siege of Boston in the early stages of the American Revolutionary War. The battle is named after Bunker Hill in Charlestown, Massachusetts, which was peripherally involved in the battle. It was the original objective of both the colonial and British troops, though the majority of combat took place on the adjacent hill which later became known as Breed's Hill.[7][8]",sample_272,nq,"Battle of Bunker Hill The Battle of Bunker Hill was fought on June 17, 1775, during the Siege of Boston in the early stages of the American Revolutionary War. The battle is named after Bunker Hill in Charlestown, Massachusetts, which was peripherally involved in the battle. It was the original objective of both the colonial and British troops, though the majority of combat took place on the adjacent hill which later became known as Breed's Hill.[7][8]","Answer the following question in one or two concise sentences.

Question: what battle took place at breeds hill near boston

Answer:",The Battle of Bunker Hill took place near Boston.,"Battle of Bunker Hill The Battle of Bunker Hill was fought on June 17, 1775, during the Siege of Boston in the early stages of the American Revolutionary War",nq_evidence_sentence,"Battle of Bunker Hill The Battle of Bunker Hill was fought on June 17, 1775, during the Siege of Boston in the early stages of the American Revolutionary War",general,"Battle of Bunker Hill The Battle of Bunker Hill was fought on June 17, 1775, during the Siege of Boston in the early stages of the American Revolutionary War",True,valid,nq_evidence_sentence,0,0.30303030303030304,0,0,0,0.7999662756919861,0.7999662756919861,0.833219587802887,0.833219587802887,0.3333333333333333,0.6599763929843901,0.6832537114620209,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.833219587802887,0.16678041219711304,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
when did food stamps change to a card,"Supplemental Nutrition Assistance Program The amount of SNAP benefits received by a household depends on the household's size, income, and expenses. For most of its history, the program used paper-denominated ""stamps"" or coupons – worth US$1 (brown), $5 (blue), and $10 (green) – bound into booklets of various denominations, to be torn out individually and used in single-use exchange. Because of their 1:1 value ratio with actual currency, the coupons were printed by the Bureau of Engraving and Printing. Their rectangular shape resembled a U.S. dollar bill (although about one-half the size), including intaglio printing on high-quality paper with watermarks. In the late 1990s, the Food Stamp Program was revamped, with some states phasing out actual stamps in favor of a specialized debit card system known as Electronic Benefit Transfer (EBT), provided by private contractors. EBT has been implemented in all states since June 2004. Each month, SNAP food stamp benefits are directly deposited into the household's EBT card account. Households may use EBT to pay for food at supermarkets, convenience stores, and other food retailers, including certain farmers' markets.[4]",sample_281,nq,"Supplemental Nutrition Assistance Program The amount of SNAP benefits received by a household depends on the household's size, income, and expenses. For most of its history, the program used paper-denominated ""stamps"" or coupons – worth US$1 (brown), $5 (blue), and $10 (green) – bound into booklets of various denominations, to be torn out individually and used in single-use exchange. Because of their 1:1 value ratio with actual currency, the coupons were printed by the Bureau of Engraving and Printing. Their rectangular shape resembled a U.S. dollar bill (although about one-half the size), including intaglio printing on high-quality paper with watermarks. In the late 1990s, the Food Stamp Program was revamped, with some states phasing out actual stamps in favor of a specialized debit card system known as Electronic Benefit Transfer (EBT), provided by private contractors. EBT has been implemented in all states since June 2004. Each month, SNAP food stamp benefits are directly deposited into the household's EBT card account. Households may use EBT to pay for food at supermarkets, convenience stores, and other food retailers, including certain farmers' markets.[4]","Answer the following question in one or two concise sentences.

Question: when did food stamps change to a card

Answer:",Food stamps changed to an Electronic Benefits Transfer (EBT) card in 2004.,"In the late 1990s, the Food Stamp Program was revamped, with some states phasing out actual stamps in favor of a specialized debit card system known as Electronic Benefit Transfer , provided by private contractors",nq_evidence_sentence,"In the late 1990s, the Food Stamp Program was revamped, with some states phasing out actual stamps in favor of a specialized debit card system known as Electronic Benefit Transfer , provided by private contractors",when,"In the late 1990s, the Food Stamp Program was revamped, with some states phasing out actual stamps in favor of a specialized debit card system known as Electronic Benefit Transfer , provided by private contractors",True,valid,nq_evidence_sentence,0,0.3333333333333333,0,0,0,0.759366512298584,0.759366512298584,0.8134231567382812,0.8134231567382812,0.0,0.5315565586090087,0.5693962097167968,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8134231567382812,0.18657684326171875,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
when is the latin american celebration of carnival held,"Carnival Carnival (see other spellings and names) is a Western Christian festive season that occurs before the liturgical season of Lent.[2] The main events typically occur during February or early March, during the period historically known as Shrovetide (or Pre-Lent). Carnival typically involves a public celebration and/or parade combining some elements of a circus, masks, and a public street party. People wear masks and costumes during many such celebrations, allowing them to lose their everyday individuality and experience a heightened sense of social unity.[3] Excessive consumption of alcohol,[4] meat, and other foods proscribed during Lent is extremely common. Other common features of carnival include mock battles such as food fights; social satire and mockery of authorities; the grotesque body displaying exaggerated features, especially large noses, bellies, mouths, and phalli, or elements of animal bodies; abusive language and degrading acts; depictions of disease and gleeful death; and a general reversal of everyday rules and norms.[3][5]",sample_297,nq,"Carnival Carnival (see other spellings and names) is a Western Christian festive season that occurs before the liturgical season of Lent.[2] The main events typically occur during February or early March, during the period historically known as Shrovetide (or Pre-Lent). Carnival typically involves a public celebration and/or parade combining some elements of a circus, masks, and a public street party. People wear masks and costumes during many such celebrations, allowing them to lose their everyday individuality and experience a heightened sense of social unity.[3] Excessive consumption of alcohol,[4] meat, and other foods proscribed during Lent is extremely common. Other common features of carnival include mock battles such as food fights; social satire and mockery of authorities; the grotesque body displaying exaggerated features, especially large noses, bellies, mouths, and phalli, or elements of animal bodies; abusive language and degrading acts; depictions of disease and gleeful death; and a general reversal of everyday rules and norms.[3][5]","Answer the following question in one or two concise sentences.

Question: when is the latin american celebration of carnival held

Answer:","Carnival is typically held before Lent, specifically between late winter and early spring, varying by country but often in February or March.","Carnival Carnival is a Western Christian festive season that occurs before the liturgical season of Lent. The main events typically occur during February or early March, during the period historically known as Shrovetide",nq_evidence_sentence,"Carnival Carnival is a Western Christian festive season that occurs before the liturgical season of Lent. The main events typically occur during February or early March, during the period historically known as Shrovetide",when,"Carnival Carnival is a Western Christian festive season that occurs before the liturgical season of Lent. The main events typically occur during February or early March, during the period historically known as Shrovetide",True,valid,nq_evidence_sentence,0,0.35294117647058826,0,0,0,0.8595480918884277,0.8595480918884277,0.8540350794792175,0.8540350794792175,0.5454545454545454,0.765320027958263,0.7614609192718158,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8540350794792175,0.14596492052078247,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
what is the use of jar file in java,"JAR (file format) A JAR (Java ARchive) is a package file format typically used to aggregate many Java class files and associated metadata and resources (text, images, etc.) into one file for distribution.[3]",sample_308,nq,"JAR (file format) A JAR (Java ARchive) is a package file format typically used to aggregate many Java class files and associated metadata and resources (text, images, etc.) into one file for distribution.[3]","Answer the following question in one or two concise sentences.

Question: what is the use of jar file in java

Answer:",A jar file in Java is used to package classes and resources into a single file for distribution and deployment.,JAR A JAR is a package file format typically used to aggregate many Java class files and associated metadata and resources into one file for distribution,nq_evidence_sentence,JAR A JAR is a package file format typically used to aggregate many Java class files and associated metadata and resources into one file for distribution,definition,JAR A JAR is a package file format typically used to aggregate many Java class files and associated metadata and resources into one file for distribution,True,valid,nq_evidence_sentence,0,0.6666666666666666,0,0,0,0.9266118407249451,0.9266118407249451,0.8705964088439941,0.8705964088439941,1.0,0.9486282885074615,0.9094174861907959,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8705964088439941,0.12940359115600586,automatic_label_artifact,extracted_reference_close_paraphrase,"Extracted reference is focused, but automatic label is stricter than paraphrase equivalence."
how long does it take for rigor mortis to set in in animals,"Rigor mortis At the time of death, a condition called ""primary flaccidity"" occurs. Following this, the muscles stiffen in rigor mortis. All muscles in the body are affected. Starting between two and six hours following death, rigor mortis begins with the eyelids, neck, and jaw. The sequence may be due to different lactic acid levels among different muscles, which is directly related to the difference in glycogen levels and different types of muscle fibers.",sample_315,nq,"Rigor mortis At the time of death, a condition called ""primary flaccidity"" occurs. Following this, the muscles stiffen in rigor mortis. All muscles in the body are affected. Starting between two and six hours following death, rigor mortis begins with the eyelids, neck, and jaw. The sequence may be due to different lactic acid levels among different muscles, which is directly related to the difference in glycogen levels and different types of muscle fibers.","Answer the following question in one or two concise sentences.

Question: how long does it take for rigor mortis to set in in animals

Answer:",Rigor mortis typically sets in within 3-6 hours after an animal's death.,"Starting between two and six hours following death, rigor mortis begins with the eyelids, neck, and jaw",nq_evidence_sentence,"Starting between two and six hours following death, rigor mortis begins with the eyelids, neck, and jaw",general,"Starting between two and six hours following death, rigor mortis begins with the eyelids, neck, and jaw",True,valid,nq_evidence_sentence,0,0.3448275862068966,0,0,0,0.7390384078025818,0.7390384078025818,0.8216356635093689,0.8216356635093689,0.0,0.5173268854618073,0.5751449644565582,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8216356635093689,0.1783643364906311,semantic_similarity_limitation,extracted_reference_needs_entailment_check,Similar dates or entities remain ambiguous after extraction.
to whom did the portuguese lose malacca in 1641,"Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641. This combined Dutch-Johor-Aceh efforts effectively destroyed the last bastion of Portuguese power, reducing their influence in the archipelago. The Dutch settled in the city as Dutch Malacca, however the Dutch had no intention to make Malacca their main base, and concentrated on building Batavia (today Jakarta) as their headquarters in the orient instead. The Portuguese ports in the spice-producing areas of Mollucas also fell to the Dutch in the following years. With these conquests, the last Portuguese colonies in Asia remained confined to Portuguese Timor, Goa, Daman and Diu in Portuguese India and Macau until the 20th century.",sample_320,nq,"Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641. This combined Dutch-Johor-Aceh efforts effectively destroyed the last bastion of Portuguese power, reducing their influence in the archipelago. The Dutch settled in the city as Dutch Malacca, however the Dutch had no intention to make Malacca their main base, and concentrated on building Batavia (today Jakarta) as their headquarters in the orient instead. The Portuguese ports in the spice-producing areas of Mollucas also fell to the Dutch in the following years. With these conquests, the last Portuguese colonies in Asia remained confined to Portuguese Timor, Goa, Daman and Diu in Portuguese India and Macau until the 20th century.","Answer the following question in one or two concise sentences.

Question: to whom did the portuguese lose malacca in 1641

Answer:",The Portuguese lost Malacca to the Dutch in 1641.,Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641,nq_evidence_sentence,Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641,general,Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641,True,valid,nq_evidence_sentence,0,0.4166666666666667,0,0,0,0.8028122186660767,0.8028122186660767,0.8300343155860901,0.8300343155860901,0.4444444444444445,0.695301886399587,0.7143573542435964,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8300343155860901,0.1699656844139099,semantic_similarity_limitation,extracted_reference_needs_entailment_check,Similar dates or entities remain ambiguous after extraction.
what type of hormone can cross a cell membrane easily,"Steroid hormone The natural steroid hormones are generally synthesized from cholesterol in the gonads and adrenal glands. These forms of hormones are lipids. They can pass through the cell membrane as they are fat-soluble,[5] and then bind to steroid hormone receptors (which may be nuclear or cytosolic depending on the steroid hormone) to bring about changes within the cell. Steroid hormones are generally carried in the blood, bound to specific carrier proteins such as sex hormone-binding globulin or corticosteroid-binding globulin. Further conversions and catabolism occurs in the liver, in other ""peripheral"" tissues, and in the target tissues.",sample_338,nq,"Steroid hormone The natural steroid hormones are generally synthesized from cholesterol in the gonads and adrenal glands. These forms of hormones are lipids. They can pass through the cell membrane as they are fat-soluble,[5] and then bind to steroid hormone receptors (which may be nuclear or cytosolic depending on the steroid hormone) to bring about changes within the cell. Steroid hormones are generally carried in the blood, bound to specific carrier proteins such as sex hormone-binding globulin or corticosteroid-binding globulin. Further conversions and catabolism occurs in the liver, in other ""peripheral"" tissues, and in the target tissues.","Answer the following question in one or two concise sentences.

Question: what type of hormone can cross a cell membrane easily

Answer:",Steroid hormones can cross a cell membrane easily.,"They can pass through the cell membrane as they are fat-soluble, and then bind to steroid hormone receptors to bring about changes within the cell",nq_evidence_sentence,"They can pass through the cell membrane as they are fat-soluble, and then bind to steroid hormone receptors to bring about changes within the cell",general,"They can pass through the cell membrane as they are fat-soluble, and then bind to steroid hormone receptors to bring about changes within the cell",True,valid,nq_evidence_sentence,0,0.25806451612903225,0,0,0,0.7277255654335022,0.7277255654335022,0.8145251870155334,0.8145251870155334,0.0,0.5094078958034515,0.5701676309108734,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8145251870155334,0.18547481298446655,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
when do we say that the foodstuff is spoiled what changes are seen in it,"Food spoilage Signs of food spoilage may include an appearance different from the food in its fresh form, such as a change in color, a change in texture, an unpleasant odor, or an undesirable taste. The item may become softer than normal. If mold occurs, it is often visible externally on the item.",sample_358,nq,"Food spoilage Signs of food spoilage may include an appearance different from the food in its fresh form, such as a change in color, a change in texture, an unpleasant odor, or an undesirable taste. The item may become softer than normal. If mold occurs, it is often visible externally on the item.","Answer the following question in one or two concise sentences.

Question: when do we say that the foodstuff is spoiled what changes are seen in it

Answer:","We say foodstuff is spoiled when it shows signs of decomposition such as mold growth, off odors, changes in color, and unpleasant textures.","Food spoilage Signs of food spoilage may include an appearance different from the food in its fresh form, such as a change in color, a change in texture, an unpleasant odor, or an undesirable taste",nq_evidence_sentence,"Food spoilage Signs of food spoilage may include an appearance different from the food in its fresh form, such as a change in color, a change in texture, an unpleasant odor, or an undesirable taste",when,"Food spoilage Signs of food spoilage may include an appearance different from the food in its fresh form, such as a change in color, a change in texture, an unpleasant odor, or an undesirable taste",True,valid,nq_evidence_sentence,0,0.3076923076923077,0,0,0,0.7409650087356567,0.740964949131012,0.8493976593017578,0.849397599697113,0.0,0.5186755061149597,0.5945783615112304,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8493976593017578,0.1506023406982422,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
what is the meaning of tethering in android,"Tethering Tethering, or phone-as-modem (PAM), is the sharing of a mobile device's internet connection with other connected computers. Connection of a mobile device with other devices can be done over wireless LAN (Wi-Fi), over Bluetooth or by physical connection using a cable, for example through USB.",sample_364,nq,"Tethering Tethering, or phone-as-modem (PAM), is the sharing of a mobile device's internet connection with other connected computers. Connection of a mobile device with other devices can be done over wireless LAN (Wi-Fi), over Bluetooth or by physical connection using a cable, for example through USB.","Answer the following question in one or two concise sentences.

Question: what is the meaning of tethering in android

Answer:",Tethering in Android allows a device to share its internet connection with other devices.,"Tethering Tethering, or phone-as-modem , is the sharing of a mobile device's internet connection with other connected computers",nq_evidence_sentence,"Tethering Tethering, or phone-as-modem , is the sharing of a mobile device's internet connection with other connected computers",definition,"Tethering Tethering, or phone-as-modem , is the sharing of a mobile device's internet connection with other connected computers",True,valid,nq_evidence_sentence,0,0.3870967741935484,0,0,0,0.790294349193573,0.790294349193573,0.8300502896308899,0.8300502896308899,0.0,0.553206044435501,0.5810352027416229,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8300502896308899,0.1699497103691101,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
is nigeria still a member of united nation,"Nigeria and the United Nations Nigeria is a member of the United Nations. Nigeria did not become independent of the United Kingdom until 1960, while the United Nations had already been established by the Declaration by the United Nations in 1942. Tijjani Muhammad-Bande[3] is the permanent representative of Nigeria.[4]",sample_371,nq,"Nigeria and the United Nations Nigeria is a member of the United Nations. Nigeria did not become independent of the United Kingdom until 1960, while the United Nations had already been established by the Declaration by the United Nations in 1942. Tijjani Muhammad-Bande[3] is the permanent representative of Nigeria.[4]","Answer the following question in one or two concise sentences.

Question: is nigeria still a member of united nation

Answer:","Yes, Nigeria is still a member of the United Nations.",Nigeria and the United Nations Nigeria is a member of the United Nations,nq_evidence_sentence,Nigeria and the United Nations Nigeria is a member of the United Nations,yes_no,Nigeria and the United Nations Nigeria is a member of the United Nations,True,valid,nq_evidence_sentence,0,0.6666666666666665,0,0,0,0.8773260712623596,0.8773260712623596,0.8720412254333496,0.8720412254333496,0.6666666666666666,0.8141282498836517,0.8104288578033447,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8720412254333496,0.1279587745666504,automatic_label_artifact,extracted_reference_close_paraphrase,"Extracted reference is focused, but automatic label is stricter than paraphrase equivalence."
