dataset,model,failure_kind,heuristic_type,id,question,ground_truth,prediction,exact_match,token_f1,contains_ground_truth,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,similarity_BAAI_bge_base_en_v1.5
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_144,What are made of long chains consisting almost solely of carbon and hydrogen?,lipids,Fats,0,0.0,0,0,0.6038416028022766,0.8222715258598328
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_149,What science includes many fields of science related to our home planet?,earth science,Geosciences,0,0.0,0,0,0.6996362805366516,0.8240727186203003
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_152,What do ranchers fear will happen if wolves return?,livestock predation,Increase in predation on livestock.,0,0.5714285714285715,0,0,0.9333083629608154,0.9194748401641846
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_157,What supports and protects the soft organs of the body?,skeleton,Bones,0,0.0,0,0,0.7702867388725281,0.8088873624801636
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_188,What does the cell cycle do?,divide and reproduce cells,Generates new cells through division.,0,0.22222222222222224,0,0,0.7762212157249451,0.8176992535591125
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_189,"Inside the nasal area of the skull, the nasal cavity is divided into halves by the what?",nasal septum,septum,0,0.6666666666666666,0,0,0.7941708564758301,0.9226484298706055
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_214,What is a mass spectrometer used to measure?,relative atomic masses,Mass and abundance of isotopes,0,0.0,0,0,0.5479757189750671,0.8028210401535034
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_216,Global warming will raise ocean levels due to melt water from glaciers and the greater volume of what?,warmer water,warm water,0,0.5,0,0,0.9005038738250732,0.9438206553459167
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_217,What are groups of young stars loosely held together by gravity called?,open clusters,Open cluster,0,0.5,0,0,0.9454847574234009,0.9744434952735901
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_220,What does the driving of turbines by the heating of water to steam accomplish?,generation of electricity,Generates electricity.,0,0.4,0,0,0.8558413982391357,0.8841770887374878
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_221,What is a device that changes kinetic energy to electrical energy through electromagnetic induction?,an electric generator,Generator,0,0.6666666666666666,0,0,0.8309646248817444,0.8594815135002136
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_227,What property of warm air causes it to rise above cold air?,lower density,Less dense,0,0.0,0,0,0.7964804172515869,0.8733505606651306
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_233,What are fibers that depend on aerobic respiration called?,oxidative fibers,Aerobic fibers,0,0.5,0,0,0.6363409161567688,0.8410003185272217
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_247,The simplest class of organic compounds is the what?,hydrocarbons,alkanes,0,0.0,0,0,0.6920030117034912,0.8434638381004333
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_255,What is the name of the two metalloids in the carbon group called?,silicon and germanium,Boron and Silicon,0,0.6666666666666666,0,0,0.6699081659317017,0.8600958585739136
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_262,"While climate change in earth history was due to natural processes, what is primarily to blame for recent global warming?",human actions,Human activities,0,0.5,0,0,0.7371178865432739,0.9247583150863647
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_264,What keeps the moon orbiting earth?,gravity,Gravitational force,0,0.0,0,0,0.7904050946235657,0.8508160710334778
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_265,What are formed by the attraction between oppositely charged ions?,ionic bonds,Ionic compounds,0,0.5,0,0,0.8100942969322205,0.8575112819671631
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_271,For what purpose does liver use the excess carbohydrate?,to synthesize glycogen,To store as glycogen,0,0.5714285714285715,0,0,0.7762993574142456,0.8482055068016052
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_291,"In this type of reaction, an element replaces another element in a compound, and the element is in any state of matter but is not an ion?",single-replacement reaction,Single displacement reaction,0,0.6666666666666666,0,0,0.6696389317512512,0.8953346014022827
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_292,What are the two distinct types of cells found in the animal kingdom?,prokaryotes and eukaryotes,Eukaryotic and prokaryotic,0,0.3333333333333333,0,0,0.9513199925422668,0.9660742878913879
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_303,What type of winds occur when air is forced over a mountain range?,chinook winds,Mountain winds,0,0.5,0,0,0.6242203712463379,0.8243449330329895
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_334,What occurs when some members of a species become geographically separated?,allopatric speciation,Speciation begins.,0,0.5,0,0,0.7207858562469482,0.8347028493881226
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_352,The function of which organ is to filter blood and form urine?,kidneys,Kidney,0,0.0,0,0,0.8868282437324524,0.9030758738517761
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_353,The attraction between all objects in the universe is known as ______.,gravity,gravitation,0,0.0,0,0,0.8280613422393799,0.8495526313781738
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_372,Both diffusion and effusion are related to the speed at which what objects move?,gas molecules,molecules,0,0.6666666666666666,0,0,0.8015528917312622,0.8762996792793274
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_380,The heart and a network of blood vessels that run throughout the body make up what organ system?,cardiovascular system,Circulatory System,0,0.5,0,0,0.7532528042793274,0.8704527616500854
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_383,"Different forms, or allotropes, of carbon are diamond, graphite, and what?",fullerenes,fullerene,0,0.0,0,0,0.8909990787506104,0.9689473509788513
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_385,What is the force of attraction between things that have mass,gravity,Gravitational force,0,0.0,0,0,0.7904050350189209,0.8508159518241882
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_391,Many of the hormones are secreted in response to what signals of the body?,nervous system signals,signals from the hypothalamus or changes in the body's environment,0,0.16666666666666666,0,0,0.6012345552444458,0.8152632713317871
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_396,"What property is characterized by eddies and swirls that mix layers of fluid together, unlike laminar flow?",turbulence,Turbulent flow,0,0.0,0,0,0.8127654790878296,0.8657864332199097
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_403,What are the two main divisions of the human nervous system?,central and peripheral,Central Nervous System and Peripheral Nervous System,0,0.6,0,0,0.6675896048545837,0.8212366700172424
results_sciq_5000,BGE,high_similarity_wrong,numeric_equivalence,sample_405,The body is made up of how many types of tissue?,four,4,0,0.0,0,0,0.8942002058029175,0.8634973168373108
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_415,"This heat is used to convert water into steam, which is then used to turn a turbine, thus generating what?",electrical power,Electricity,0,0.0,0,0,0.8583700060844421,0.8643051981925964
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_438,What temperature scale is obtained by adding 273 degrees from the corresponding celsius temperature?,kelvin scale,Kelvin,0,0.6666666666666666,0,0,0.8134966492652893,0.9069657921791077
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_458,Where are aerofoils found?,birds and airplanes,Airplanes,0,0.5,0,0,0.7588648200035095,0.8245498538017273
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_469,An action potential that starts at the axon hillock moves along the axon only toward what?,the synaptic terminals,axon terminals,0,0.5,0,0,0.5886072516441345,0.8400040864944458
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_484,"The coccyx, or tailbone, results from the fusion of four small what?",coccygeal vertebrae,vertebrae,0,0.6666666666666666,0,0,0.7477851510047913,0.8137713074684143
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_494,Producers at the base of ecological food webs are also known as?,autotrophic,Autotrophs,0,0.0,0,0,0.8083309531211853,0.8845455646514893
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_497,What is the study of the similarities and differences in the embryos of different species?,comparative embryology,Embryology,0,0.6666666666666666,0,0,0.8779030442237854,0.8416478037834167
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_502,What type of fibers are made mostly of protein in living things?,muscle fibers,Collagen fibers,0,0.5,0,0,0.6850509643554688,0.8231679201126099
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_506,"What kind of cells have positive cell potentials, and all the reduction reactions are reversible?",galvanic cells,Cathode cells in electrochemical cells.,0,0.28571428571428575,0,0,0.5644489526748657,0.8004151582717896
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_508,Emissions of what gas into the atmosphere from fossil fuel burning have been rising for the past several decades?,carbon dioxide,CO2,0,0.0,0,0,0.8494598269462585,0.8872535824775696
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_534,How does the heart transport blood?,blood vessels,Pumping blood through vessels,0,0.6666666666666666,0,0,0.7312658429145813,0.8337937593460083
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_535,The gender of a baby is determined by what special pair of chromosomes?,sex chromosomes,X and Y chromosomes,0,0.3333333333333333,0,0,0.6877295970916748,0.8598276972770691
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_547,What is the term for an infection caused by a fungal parasite?,mycosis,Fungal infection,0,0.0,0,0,0.5650200247764587,0.8098029494285583
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_561,Certain medications can suppress the immune system. this is an intended effect of drugs given to people with what?,transplanted organs,Organ transplant recipients.,0,0.0,0,0,0.782175600528717,0.8313712477684021
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_564,What is the name for a biologist who studies fungi?,mycologists,Mycologist,0,0.0,0,0,0.9269847869873047,0.8971847295761108
results_sciq_5000,BGE,high_similarity_wrong,numeric_equivalence,sample_565,How many different kinds of ions are produced when sodium chloride dissociates ?,two,2,0,0.0,0,0,0.8183469772338867,0.8677992224693298
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_572,What do we call zeros that appear after nonzero digits?,right-end zeros,Significant zeros,0,0.4,0,0,0.6283513903617859,0.8454105854034424
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_577,The mass of the objects and the distance between them affect the strength of what universal force?,gravity,Gravitational force,0,0.0,0,0,0.7904050350189209,0.8508158922195435
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_579,Constantly going through some form of growth and repair is a characteristic of all what?,living things,all living organisms,0,0.4,0,0,0.5955219268798828,0.8222382664680481
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_599,"Like other bryophytes, moss plants spend most of their life cycle as?",gametophytes,gametophyte,0,0.0,0,0,0.9248483180999756,0.969038724899292
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_600,What is a benefit of low sulfur coal over high sulfur coal?,less pollution,Reduced air pollution,0,0.4,0,0,0.7803086638450623,0.9023846387863159
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_606,What can damage the hair cells lining the cochlea of the inner ear?,loud sounds,Exposure to loud noise,0,0.3333333333333333,0,0,0.6580309867858887,0.8245792984962463
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_626,The prevalence of cervical cancer in the united states is very low because of regular screening exams called what?,pap smears,Pap tests,0,0.5,0,0,0.7709832191467285,0.8807279467582703
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_632,Cilia and flagella are extensions of what?,plasma membrane,cell membrane,0,0.5,0,0,0.7394431829452515,0.9140180349349976
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_634,"During karyogamy, the haploid nuclei contributed by the two parents fuse, which produces what?",diploid cells,Diploid nucleus,0,0.5,0,0,0.8178846836090088,0.85603266954422
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_678,What do aquatic arthropods use to exchange gases?,gills,Gill,0,0.0,0,0,0.7139317393302917,0.8427397012710571
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_679,What kind of rays can travel thousands of meters through air and can penetrate and damage cells deep inside the body?,gamma rays,Ionizing radiation,0,0.0,0,0,0.45265546441078186,0.8161904215812683
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_682,What device changes kinetic energy to electrical energy through electromagnetic induction?,electric generator,Generator,0,0.6666666666666666,0,0,0.849216103553772,0.8966141939163208
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_701,How does air pressure change as altitude increases?,it decreases,Decreases exponentially,0,0.5,0,0,0.6895256042480469,0.8173080086708069
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_702,"In harmonic motion there is always what force, which acts in the opposite direction of the velocity?",restorative force,Restoring force,0,0.5,0,0,0.6523768305778503,0.8520134091377258
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_716,"Humans use many compounds that were first discovered or derived from living organisms as medicines: secondary plant compounds, animal toxins, and antibiotics produced by these?",bacteria and fungi,bacteria,0,0.5,0,0,0.7601220607757568,0.8058285713195801
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_720,What forms when an atom gains electrons?,anions,Anion,0,0.0,0,0,0.8634363412857056,0.9486968517303467
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_725,Examples of acute forms of what type of diseases include the common cold and influenza?,viral diseases,Viral infections,0,0.5,0,0,0.868356466293335,0.897668182849884
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_735,"According to law, what must packaged foods carry?",nutrition facts label,Nutrition labels,0,0.4,0,0,0.8418704867362976,0.912082314491272
results_sciq_5000,BGE,high_similarity_wrong,numeric_equivalence,sample_742,"What is the ph level of neutral, pure water?",seven,7,0,0.0,0,0,0.9258615970611572,0.904780387878418
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_759,What is paleobotany?,study of extinct plants,Study of ancient plants.,0,0.75,0,0,0.6668160557746887,0.8790305256843567
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_764,In the tropics what are the prevailing winds called?,tradewinds,Trade winds,0,0.0,0,0,0.7885816097259521,0.850843608379364
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_769,What force increases a slide downhill and decreases a slide uphill?,gravity,Gravitational force,0,0.0,0,0,0.7904050350189209,0.8508160710334778
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_781,What state occurs when the amount of solute dissolved exceeds the solubility?,supersaturation,Supersaturated,0,0.0,0,0,0.7548055052757263,0.8674439191818237
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_797,The tidal forces near what celestial phenomena are so great they can actually tear matter from a companion star?,black holes,Black hole,0,0.5,0,0,0.9441515803337097,0.9340886473655701
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_805,What creates charged regions in a water molecule?,polar covalent bonds,Polar covalent bond,0,0.6666666666666666,0,0,0.9792749285697937,0.9824459552764893
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_807,What is the term for environmental causes of mutations?,mutagens,Mutagenic factors,0,0.0,0,0,0.7379395961761475,0.8232554793357849
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_827,What do farmers use greenhouses for?,to extend the growing season,To grow plants year-round.,0,0.22222222222222224,0,0,0.7427243590354919,0.8432896137237549
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_842,"What title is used to describe health professionals who use nonsurgical techniques to help patients with musculoskeletal system problems that involve the bones, muscles, ligaments, tendons, or nervous system?",chiropractor chiropractors,Chiropractor,0,0.6666666666666666,0,0,0.9310474395751953,0.9531294107437134
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_844,Fog disappears when the water droplets change back to what?,water vapor,vapor,0,0.6666666666666666,0,0,0.8686754703521729,0.8532510995864868
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_851,"When we move down a group of elements on the periodic table, what happens to their electronegativity?",it decreases,Decreases,0,0.6666666666666666,0,0,0.8701293468475342,0.9141074419021606
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_867,Which kinds of cells have nuclei and other membrane bound organelles?,eukaryotes,Eukaryotic cells,0,0.0,0,0,0.8649791479110718,0.9388816952705383
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_875,What gas is released into the atmosphere when fossil fuels are burned?,co2,Carbon dioxide,0,0.0,0,0,0.8494598865509033,0.8872537612915039
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_891,What kind of molecule is made from one or more long chains of amino acids?,protein molecule,Protein,0,0.6666666666666666,0,0,0.7665035128593445,0.8523244857788086
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_915,What type of charge does a neutron have?,neutral or no charge,No charge,0,0.6666666666666666,0,0,0.5951952338218689,0.8006253242492676
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_917,Alkaline earth metals are what color?,silvery grey,Silvery white,0,0.5,0,0,0.8433994054794312,0.8366063833236694
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_924,"When light is absorbed by a material, what may increase?",its temperature,Temperature,0,0.6666666666666666,0,0,0.8518869280815125,0.8228618502616882
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_926,"Connective tissues typically have three characteristic components in common: cells, large amounts of amorphous ground substance, and what else?",protein fibers,fibers,0,0.6666666666666666,0,0,0.7849147319793701,0.858410120010376
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_943,Mutations that lead to cancer usually occur in genes that control the cell cycle. these include tumor-suppressor genes and what?,proto-oncogenes,oncogenes,0,0.6666666666666666,0,0,0.7713516354560852,0.8349340558052063
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_950,Is the progeny produced by asexual reproduction stronger or weaker than seedlings produced by sexual reproduction?,stronger,Weaker,0,0.0,0,0,0.8366962671279907,0.8162902593612671
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_955,What takes the shape of the container they are placed in and have a definite volume?,liquids,Liquid,0,0.0,0,0,0.899107038974762,0.9444253444671631
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_963,Why do players with more mass often have a larger impact in football?,momentum is larger,Greater momentum affects impact.,0,0.28571428571428575,0,0,0.7377790212631226,0.8848178386688232
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_964,Corals build hard exoskeletons that grow to become what?,coral reefs,Reefs,0,0.6666666666666666,0,0,0.932502031326294,0.8988808989524841
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_973,What encloses the border of animal cells?,plasma membrane,Cell membrane,0,0.5,0,0,0.7394430637359619,0.9140177369117737
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_979,All of the monatomic ions have oxidation numbers equal to their?,charges,charge,0,0.0,0,0,0.8498682975769043,0.9130043387413025
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_981,Give an example of benthos that live near vents on the deep ocean floor.,tubeworms,Tube worms,0,0.0,0,0,0.9147738814353943,0.9121432900428772
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_986,What do electric motors use to change electrical energy into kinetic?,electromagnets,Magnetic fields,0,0.0,0,0,0.6388458609580994,0.8013060092926025
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1001,What is the term for the energy of movement?,mechanical energy,Kinetic Energy,0,0.5,0,0,0.6771306991577148,0.8085545301437378
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_1016,What type of thin lava forms shapes and tubes as it flows?,pāhoehoe,Pahoehoe,0,0.0,0,0,1.0,1.0
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1023,Hydrogen peroxide will decompose over time to produce _______ gas.,water and oxygen,Oxygen,0,0.5,0,0,0.8272407054901123,0.8562201857566833
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1026,Boiling points increase with which kind of mass?,molar mass,Molecular mass,0,0.5,0,0,0.6311745643615723,0.8094658851623535
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1039,The genes that code for the positive cell cycle regulators are called what?,proto-oncogenes,Oncogenes,0,0.6666666666666666,0,0,0.77135169506073,0.8349338173866272
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_1042,The chemical behavior of elements can largely be explained by what?,electron configurations,Electron configuration,0,0.5,0,0,0.9687708616256714,0.976202666759491
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1055,What theory explains the physical behavior of gases?,kinetic theory of gases,Kinetic Molecular Theory,0,0.5714285714285715,0,0,0.7724249958992004,0.9140295386314392
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1060,What causes fertilization to occur?,sperm and an egg fuse,Sperm meets and fuses with an egg.,0,0.6,0,0,0.8910300135612488,0.9501231908798218
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1062,Proto-oncogenes normally help regulate what?,cell division,cell growth and division,0,0.6666666666666666,0,0,0.8432657122612,0.9221116304397583
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1085,Nearly all of what are constructed from a set of just 20 common amino acids?,biological proteins,Proteins,0,0.6666666666666666,0,0,0.9084293842315674,0.8311052918434143
results_sciq_5000,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_1092,How is carbon dioxide and water vapor that is produced by cellular respiration released?,exhalation,Exhaled through lungs.,0,0.0,0,0,0.6736308932304382,0.8108303546905518
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1101,Single bonds allow the atoms they join to rotate freely about the what?,bond axis,axis,0,0.6666666666666666,0,0,0.6708235740661621,0.845374345779419
results_sciq_5000,BGE,high_similarity_wrong,morphology_or_inflection,sample_1119,What is the hardest of all minerals?,diamonds,Diamond,0,0.0,0,0,0.9040918350219727,0.9470739960670471
results_sciq_5000,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_1131,What is the term for long carbohydrate molecules of repeated monomer units joined together by glycosidic bonds?,polysaccharides,Polysaccharide,0,0.0,0,0,0.9641982913017273,0.9616138339042664
results_sciq_5000,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1134,What speeds up the reactions of chemical digestion?,digestive enzymes,Enzymes,0,0.6666666666666666,0,0,0.8428895473480225,0.8863117694854736
results_sciq_5000,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1145,What is a strombolian eruption named for?,mt. stromboli,Stromboli volcano,0,0.5,0,0,0.7962019443511963,0.9002037644386292
