dataset,model,failure_kind,id,question,ground_truth,prediction,token_f1,contains_ground_truth,similarity_MiniLM,similarity_BGE,suggested_heuristic_type,human_type,human_notes
results_sciq_5000,BGE,high_similarity_wrong,sample_3581,Glucose and fructose are considered this type of sugar?,"monosaccharides, or simple",Monosaccharides,0.5,0,0.9428415298461914,0.8885919451713562,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_4774,What are genes that are close together on the same chromosome called?,linked genes,Linkedgenes,0.0,0,0.6307126879692078,0.8619064092636108,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,BGE,high_similarity_wrong,sample_2751,What type of climate is found mostly near the equator?,warm tropical,Tropical climate,0.5,0,0.7890596389770508,0.8074570298194885,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,BGE,high_similarity_wrong,sample_391,Many of the hormones are secreted in response to what signals of the body?,nervous system signals,signals from the hypothalamus or changes in the body's environment,0.16666666666666666,0,0.6012345552444458,0.8152632713317871,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_3039,What is the opening formed between adjacent vertebrae for the exit of a spinal nerve called?,intervertebral foramen,Foramen,0.6666666666666666,0,0.6876571774482727,0.8370637893676758,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_2180,What is the type of reproduction where part of the parent plant is used to generate a new plant?,asexual reproduction,Vegetative reproduction,0.5,0,0.6299651265144348,0.8272157311439514,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,BGE,high_similarity_wrong,sample_149,What science includes many fields of science related to our home planet?,earth science,Geosciences,0.0,0,0.6996362805366516,0.8240727186203003,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_144,What are made of long chains consisting almost solely of carbon and hydrogen?,lipids,Fats,0.0,0,0.6038416028022766,0.8222715258598328,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_405,The body is made up of how many types of tissue?,four,4,0.0,0,0.8942002058029175,0.8634973168373108,numeric_equivalence,numeric_equivalence,High-similarity wrong: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.
results_sciq_5000,BGE,high_similarity_wrong,sample_1016,What type of thin lava forms shapes and tubes as it flows?,pāhoehoe,Pahoehoe,0.0,0,1.0,1.0,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,BGE,high_similarity_wrong,sample_1085,Nearly all of what are constructed from a set of just 20 common amino acids?,biological proteins,Proteins,0.6666666666666666,0,0.9084293842315674,0.8311052918434143,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_2560,What are two common weather characteristics of hurricanes?,high winds and rainfall,"Strong winds, heavy rain",0.25,0,0.8435556292533875,0.8318188190460205,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_3156,"What are liverworts with a flattened, ribbon-like body called?",thallose liverworts,foliose liverworts,0.5,0,0.6277257204055786,0.8266319632530212,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,BGE,high_similarity_wrong,sample_124,"A few earthquakes take place away from plate boundaries, these are called what?",intraplate earthquakes,Intra-plate earthquakes,0.4,0,0.8981689214706421,0.976912796497345,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,BGE,high_similarity_wrong,sample_2848,Who invented the taxonomic classification system?,carl linnaeus,Linnaeus,0.6666666666666666,0,0.9340915083885193,0.9077774286270142,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_943,Mutations that lead to cancer usually occur in genes that control the cell cycle. these include tumor-suppressor genes and what?,proto-oncogenes,oncogenes,0.6666666666666666,0,0.7713516354560852,0.8349340558052063,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_3822,Different colors of light differ in terms of which important attribute?,wavelengths,Wavelength,0.0,0,0.9035454988479614,0.9319876432418823,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,BGE,high_similarity_wrong,sample_3420,Where in the periodic table of elements are the nonmetals located?,top right,Upper right corner,0.4,0,0.6355277895927429,0.847801685333252,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_3764,In which kind of species do open circulatory systems serve additional functions?,some invertebrates,Invertebrates,0.6666666666666666,0,0.9583507180213928,0.8804250359535217,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_2160,Fruit fly and brine shrimp hox genes have evolved independently for how long?,400 million years,over 500 million years,0.5714285714285715,0,0.8940204381942749,0.881159782409668,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,BGE,high_similarity_wrong,sample_1023,Hydrogen peroxide will decompose over time to produce _______ gas.,water and oxygen,Oxygen,0.5,0,0.8272407054901123,0.8562201857566833,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_2292,What is the purpose of utilizing careful farming practices such as rotating crops or planting nutrient rich crops?,improve soil quality,Maintain soil health and fertility.,0.25,0,0.6488094925880432,0.8473250269889832,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_3034,Amoebas and paramecia are examples of what?,protozoa,protists,0.0,0,0.4838957190513611,0.8143023252487183,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_1310,Average global temperature has been doing what for the past several decades?,rising,increasing,0.0,0,0.5928135514259338,0.8147401809692383,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_4342,What is the process that ventilates lungs called?,breathing,Respiration,0.0,0,0.6130258440971375,0.807898223400116,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_4654,"What class of animal, including hydras and jellies, is considered the simplest to contain a nervous system?",cnidarians,Cnidaria,0.0,0,0.819509744644165,0.929402768611908,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,BGE,high_similarity_wrong,sample_30,Where do angiosperms produce seeds in flowers?,ovaries,Ovary,0.0,0,0.8327299952507019,0.8951191902160645,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,BGE,high_similarity_wrong,sample_4052,Name the two types of nucleic acids.,dna (deoxyribonucleic acid) and rna (ribonucleic acid),DNA and RNA,0.6,0,0.7983358502388,0.9065008759498596,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_4332,What do earth and the other planets in the solar system make around the sun?,elliptical orbits,orbits,0.6666666666666666,0,0.777245283126831,0.840770959854126,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_735,"According to law, what must packaged foods carry?",nutrition facts label,Nutrition labels,0.4,0,0.8418704867362976,0.912082314491272,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_3747,"The muscles of the anterior compartment of the lower leg are generally responsible for dorsiflexion, and the muscles of the posterior compartment of the lower leg are generally responsible for this?",plantar flexion,plantarflexion,0.0,0,0.5338547229766846,0.8374398946762085,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,BGE,high_similarity_wrong,sample_1678,What takes both the shape and the volume of their container?,gases,Gas,0.0,0,0.8552169799804688,0.9047124981880188,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,BGE,high_similarity_wrong,sample_720,What forms when an atom gains electrons?,anions,Anion,0.0,0,0.8634363412857056,0.9486968517303467,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,BGE,high_similarity_wrong,sample_1001,What is the term for the energy of movement?,mechanical energy,Kinetic Energy,0.5,0,0.6771306991577148,0.8085545301437378,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,BGE,high_similarity_wrong,sample_4077,Ionic bonds between two atoms require one metal and one what?,nonmetal,non-metal,0.0,0,0.6843363642692566,0.8709826469421387,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,BGE,high_similarity_wrong,sample_1669,Some consumers such as the mushroom get their energy from what?,dead organic matter,Decomposing organic matter,0.6666666666666666,0,0.7669438719749451,0.8118021488189697,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,BGE,high_similarity_wrong,sample_1939,The term science comes from a latin word that means?,having knowledge,knowledge,0.6666666666666666,0,0.8402136564254761,0.8546446561813354,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_438,What temperature scale is obtained by adding 273 degrees from the corresponding celsius temperature?,kelvin scale,Kelvin,0.6666666666666666,0,0.8134966492652893,0.9069657921791077,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_1804,What are materials that are poor thermal conductors called?,thermal insulators,Poor thermal conductors are called insulators.,0.5,0,0.8067763447761536,0.8472177386283875,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,BGE,high_similarity_wrong,sample_4527,Water that is lost through the skin through evaporation from the skin surface without overt sweating and from air expelled from the lungs is known as what?,insensible water loss,Insensible perspiration,0.4,0,0.3792107403278351,0.8060303926467896,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1804,What are materials that are poor thermal conductors called?,thermal insulators,Poor thermal conductors are called insulators.,0.5,0,0.8067763447761536,0.8472177386283875,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3011,How much electricity is generated by an average car battery?,twelve volts,12 volts,0.5,0,0.9561252593994141,0.9557172060012817,numeric_equivalence,numeric_equivalence,High-similarity wrong: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1259,"For most of a star’s life, hydrogen atoms fuse to form what?",helium atoms,helium,0.6666666666666666,0,0.8302637934684753,0.909991979598999,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_4266,Many countries have attempted to reduce the human impact on climate change by reducing their emission of what greenhouse gas?,carbon dioxide,CO2,0.0,0,0.8494598269462585,0.8872537016868591,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_221,What is a device that changes kinetic energy to electrical energy through electromagnetic induction?,an electric generator,Generator,0.6666666666666666,0,0.8309646248817444,0.8594815135002136,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3822,Different colors of light differ in terms of which important attribute?,wavelengths,Wavelength,0.0,0,0.9035454988479614,0.9319876432418823,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_2311,What term is used to describe birds that mate for an entire season or even stay paired for their entire life?,monogamous,Monogamy,0.0,0,0.9394605159759521,0.9084257483482361,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_2673,What kind of structure do purines have?,double ring structure,Ringed structure,0.4,0,0.800028920173645,0.8720105886459351,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_682,What device changes kinetic energy to electrical energy through electromagnetic induction?,electric generator,Generator,0.6666666666666666,0,0.849216103553772,0.8966141939163208,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1997,When naming this type of ion the ending of the element’s name is dropped and replaced with the – ide suffix?,anions,Anion,0.0,0,0.8634364008903503,0.9486969113349915,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_405,The body is made up of how many types of tissue?,four,4,0.0,0,0.8942002058029175,0.8634973168373108,numeric_equivalence,numeric_equivalence,High-similarity wrong: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_2709,"Because force and electric field are what, they have direction as well as their value?",vectors,vector quantities,0.0,0,0.8047008514404297,0.8460413813591003,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1491,What is produced when sulfur and oxygen combine?,sulfur oxide,Sulfur dioxide,0.5,0,0.8005786538124084,0.906377375125885,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_4363,The a in atp is short for what?,adenosine,adenine,0.0,0,0.8256505131721497,0.8563432693481445,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3204,Not even light can escape from what extremely dense object sometimes found in deep space?,black holes,Black hole,0.5,0,0.9441515207290649,0.9340886473655701,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3185,An electrical signal along a nerve cell triggers the secretion of what?,neurotransmitter molecules,Neurotransmitters,0.0,0,0.8806831240653992,0.9415820837020874,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_4486,Hydrogen and helium are specifically involved as reactants in what nuclear reaction that is useful for making energy?,nuclear fusion,fusion,0.6666666666666666,0,0.8390926718711853,0.8962836861610413,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1873,Different clouds are associated with different types of what?,weather conditions,weather,0.6666666666666666,0,0.8520411849021912,0.867810845375061,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_2850,How many underlying principles does the science of biology have?,four,Three,0.0,0,0.8232482075691223,0.6993281245231628,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_979,All of the monatomic ions have oxidation numbers equal to their?,charges,charge,0.0,0,0.8498682975769043,0.9130043387413025,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3714,What part of the plant is the main site of photosynthesis?,leaf,leaves,0.0,0,0.8454664945602417,0.9029252529144287,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_372,Both diffusion and effusion are related to the speed at which what objects move?,gas molecules,molecules,0.6666666666666666,0,0.8015528917312622,0.8762996792793274,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_4938,What are the two classifications of natural resources?,renewable and nonrenewable,Renewable and Non-renewable,0.5714285714285715,0,0.8856490850448608,0.9126787185668945,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3449,Transport vesicles move what type of molecules from the rough endoplasmic reticulum to the golgi apparatus?,proteins,Protein molecules,0.0,0,0.8317539095878601,0.8882428407669067,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1119,What is the hardest of all minerals?,diamonds,Diamond,0.0,0,0.9040918350219727,0.9470739960670471,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_4042,What is the breakdown of unstable elements into stable elements called?,radioactive decay,Decay,0.6666666666666666,0,0.8243292570114136,0.8439711928367615,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1396,Covalent bond energies can be used to estimate the enthalpy changes of what?,chemical reactions,reactions,0.6666666666666666,0,0.9083080291748047,0.8563743829727173,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_4766,What type of animal eats both plants and animals?,omnivores,Omnivore,0.0,0,0.9600167870521545,0.9447436928749084,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1131,What is the term for long carbohydrate molecules of repeated monomer units joined together by glycosidic bonds?,polysaccharides,Polysaccharide,0.0,0,0.9641982913017273,0.9616138339042664,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_497,What is the study of the similarities and differences in the embryos of different species?,comparative embryology,Embryology,0.6666666666666666,0,0.8779030442237854,0.8416478037834167,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_2013,What device uses electromagnetic induction to change the voltage of electric current?,electric transformer,Transformer,0.6666666666666666,0,0.8875646591186523,0.9015758037567139,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1364,What occurs in a formerly inhabited area that was disturbed?,secondary succession,Succession,0.6666666666666666,0,0.8747928142547607,0.7994877696037292,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_2294,What is the biogeochemical cycle that recycles water called?,water cycle,Hydrologic cycle,0.5,0,0.8207811713218689,0.8979246020317078,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3286,"Connected to agriculture, forestry, mining, and urbanization, what is the single biggest cause of extinction today?",habitat loss,Habitat destruction,0.5,0,0.8640176653862,0.8849877715110779,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
