result_group,dataset,task_type,model,failure_kind,id,question,reference_used,ground_truth,prediction,reference_answer_source,correct_label,token_f1,active_similarity,distance,human_category,human_type,human_rationale,annotator
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_63,what country is Anthony Lane from,United States of America,United States of America,United States,,0,0.6666666666666666,0.904,0.096,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_72,which country is John Berry from,United States of America,United States of America,United States,,0,0.6666666666666666,0.904,0.096,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_107,Leo Durocher is what in relation to baseball?,baseball manager,baseball manager,Baseball player and manager,,0,0.6666666666666666,0.901,0.099,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_139,what is constance markiewicz's religion?,Catholicism,Catholicism,Roman Catholic,,0,0.0,0.869,0.131,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_169,where did the tv program Your Show Time originate from?,United States of America,United States of America,United States,,0,0.6666666666666666,0.904,0.096,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_214,what religion is Vinny deMacedo a part of,Catholicism,Catholicism,Roman Catholic,,0,0.0,0.869,0.131,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_253,"which religion is Alfonso, Duke of Anjou and Cádiz",Roman Catholic Church,Roman Catholic Church,Catholicism,,0,0.0,0.810,0.190,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_322,which country is Harvey Kurtzman from,United States of America,United States of America,United States,,0,0.6666666666666666,0.904,0.096,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_355,what country made the film  The Rejected Woman,United States of America,United States of America,United States,,0,0.6666666666666666,0.904,0.096,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_423,what genre does netflix think REC is,horror film,horror film,Horror/Thriller,,0,0.5,0.836,0.164,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_473,Which genre of music is on the album titled Underclass Hero,pop punk,pop punk,Punk rock,,0,0.5,0.862,0.138,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_simple_questions_wiki_500,short_form,MiniLM,high_similarity_wrong,sample_495,what type of movie is Spiral?,psychological thriller,psychological thriller,Action thriller,,0,0.5,0.812,0.188,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
