dataset,model,failure_kind,id,question,ground_truth,prediction,token_f1,contains_ground_truth,similarity_MiniLM,similarity_BGE,suggested_heuristic_type,human_type,human_notes,human_category
results_nq,BGE,high_similarity_wrong,sample_3520,"Despite their name, what scientists study the atmosphere rather than colliding space rocks?",meteorologists,Atmospheric scientists,0.0,0,0.6745346784591675,0.8220093250274658,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_4612,Ocean acidification results from the ocean absorbing what gas from the atmosphere?,carbon dioxide,CO2,0.0,0,0.8494597673416138,0.8872535228729248,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_2703,Some women experience cramping and pain before and during what monthly cycle?,menstruation,Menstrual cycle,0.0,0,0.8701512813568115,0.8728215098381042,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_396,"What property is characterized by eddies and swirls that mix layers of fluid together, unlike laminar flow?",turbulence,Turbulent flow,0.0,0,0.8127655386924744,0.8657864332199097,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_2911,Where would you find most pollution of ocean water?,coastline,Near coastal areas.,0.0,0,0.660102367401123,0.8031520843505859,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_2098,How are the major families of organic compounds characterized?,their functional groups,By functional groups.,0.6666666666666666,0,0.7356468439102173,0.9303620457649231,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_136,What occurs when groups from the same species stop mating because of something other than physical or geographic separation?,sympatric speciation,Allopatric speciation,0.5,0,0.6714089512825012,0.8873976469039917,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_131,"First, high temperature denatures proteins and does what to cells?",kills them,Kills cells,0.5,0,0.502190351486206,0.8010231852531433,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_409,What type of bonds do alkanes only contain?,carbon-carbon single bonds,Carbon-carbon and carbon-hydrogen single bonds,0.7272727272727273,0,0.9053759574890137,0.936651349067688,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_981,Give an example of benthos that live near vents on the deep ocean floor.,tubeworms,Tube worms,0.0,0,0.9147738814353943,0.9121432900428772,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_1039,The genes that code for the positive cell cycle regulators are called what?,proto-oncogenes,Oncogenes,0.6666666666666666,0,0.7713518142700195,0.8349339962005615,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_2490,What is tube-shaped and brings urine from the kidneys to the urinary bladder?,ureters,Ureter,0.0,0,0.9309200644493103,0.9043337106704712,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_3011,How much electricity is generated by an average car battery?,twelve volts,12 volts,0.5,0,0.9561252593994141,0.9557172060012817,numeric_equivalence,numeric_equivalence,High-similarity wrong: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_120,Phosphate-containing ocean sediments form primarily from the bodies of ocean organisms and from their what?,excretions,excreta,0.0,0,0.8667148351669312,0.859900712966919,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_2740,"The units of time, day and year are based on what?",motions of earth,Earth's rotation and orbit around the Sun,0.2,0,0.5651825070381165,0.8102854490280151,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_917,Alkaline earth metals are what color?,silvery grey,silvery-white,0.5,0,0.8453381061553955,0.8236938714981079,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_3704,The separation of compounds on the basis of their solubilities in a given solvent is known as what?,fractional crystallization,Crystallization,0.6666666666666666,0,0.7642862796783447,0.843627393245697,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_3339,"In physics, the number of waves that pass a fixed point in a given amount time is referred to as what ?",wave frequency,Frequency,0.6666666666666666,0,0.7779580950737,0.8519147038459778,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_3621,"When pumping blood, the hearts of animals with very long necks must overcome what force?",gravity,gravitational force,0.0,0,0.7904049754142761,0.8508158922195435,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_2093,What is the name of the mechanism in which sounds are encoded in microwaves by changing their frequency?,frequency modulation,Acoustic modulation,0.5,0,0.7346345782279968,0.867908775806427,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_986,What do electric motors use to change electrical energy into kinetic?,electromagnets,Magnetic fields,0.0,0,0.6388459205627441,0.8013059496879578,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_2191,What three things do animals require in order to survive?,"air, water, food","food, water, shelter",0.6666666666666666,0,0.6873030066490173,0.8303393125534058,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_2898,What are named for major physical or climatic features and for their predominant vegetation?,terrestrial biomes,Biomes,0.6666666666666666,0,0.7907137870788574,0.873870849609375,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_1245,Gravitropism ensures that roots grow into the soil and that shoots grow toward what?,sunlight,light,0.0,0,0.6176567077636719,0.8082441091537476,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_4189,What are the two types of cells?,prokaryotes and eukaryotes,Prokaryotic and eukaryotic,0.3333333333333333,0,0.9559884667396545,0.9698194265365601,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_4492,What does fluorine attract better than any other element?,shared electrons,Electrons,0.6666666666666666,0,0.7218265533447266,0.8092526197433472,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_30,Where do angiosperms produce seeds in flowers?,ovaries,Ovary,0.0,0,0.8327300548553467,0.8951192498207092,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_3893,What makes sunsets appear red?,rayleigh scattering,Sunlight scattering,0.5,0,0.5780278444290161,0.8005383014678955,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_4171,"Like animals, protozoa are heterotrophic and capable of what?",moving,movement,0.0,0,0.7621713876724243,0.8063139915466309,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_701,How does air pressure change as altitude increases?,it decreases,Decreases exponentially,0.5,0,0.6895256042480469,0.8173080086708069,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_3586,Matching donor and recipient blood types is important because different blood types have different types of what?,antibodies,antigens,0.0,0,0.7017048597335815,0.8225724101066589,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_1632,Fossil fuels and nuclear power are what type of resource?,nonrenewable,Non-renewable,0.0,0,0.5962483286857605,0.8195158243179321,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_679,What kind of rays can travel thousands of meters through air and can penetrate and damage cells deep inside the body?,gamma rays,Ionizing radiation,0.0,0,0.45265546441078186,0.8161904215812683,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_979,All of the monatomic ions have oxidation numbers equal to their?,charges,charge,0.0,0,0.8498684167861938,0.9130043983459473,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_4977,What is the cause of most ocean waves?,winds,Wind.,0.0,0,0.8602063655853271,0.8806688189506531,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_3923,What are 3 types of light?,"infrared, visible, ultraviolet","Visible light, infrared light, ultraviolet light",0.6666666666666666,0,0.9188412427902222,0.929341733455658,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_1598,What is the term for when a substance boils and changes to gas?,boiling point,Boiling,0.6666666666666666,0,0.8388190269470215,0.8267056941986084,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_1846,What system protects the soft organs of the body?,skeletal system,Skeleton system,0.5,0,0.8707072138786316,0.8959830403327942,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,BGE,high_similarity_wrong,sample_438,What temperature scale is obtained by adding 273 degrees from the corresponding celsius temperature?,kelvin scale,Kelvin,0.6666666666666666,0,0.8134966492652893,0.9069657921791077,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,BGE,high_similarity_wrong,sample_1688,What is the process in which unstable nuclei become stable by emitting particles and energy and changing to different elements called?,radioactive decay,Nuclear decay,0.5,0,0.8623130917549133,0.8996142148971558,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_4257,What theory goes beyond classical mechanics to describe the behavior of near-light-speed objects?,special relativity,Special Theory of Relativity,0.6666666666666666,0,0.8488259315490723,0.9259299039840698,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_1678,What takes both the shape and the volume of their container?,gases,Gas,0.0,0,0.8552170395851135,0.9047124981880188,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_2848,Who invented the taxonomic classification system?,carl linnaeus,Linnaeus,0.6666666666666666,0,0.9340915083885193,0.9077774286270142,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_1198,Materials that are good conductors of thermal energy are called?,thermal conductors,Heat conductors,0.5,0,0.9152733683586121,0.935904860496521,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_4051,What type of ecologists work to identify and manipulate the processes that most limit recovery of ecosystems from disturbances?,restoration ecologists,Recovery ecologists,0.5,0,0.815884530544281,0.9040324091911316,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_220,What does the driving of turbines by the heating of water to steam accomplish?,generation of electricity,Generates electricity.,0.4,0,0.8558413982391357,0.8841770887374878,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_3656,What are colonies of cells stuck to a surface called?,biofilms,Biofilm,0.0,0,0.9653210639953613,0.9537596106529236,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_2159,What contains the spore-forming asci?,the ascocarps,Ascocarp,0.0,0,0.8986137509346008,0.8966065645217896,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_2528,What celestial events are the source of elements heavier than iron?,supernovas,Supernova explosions,0.0,0,0.8559051752090454,0.842420756816864,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_508,Emissions of what gas into the atmosphere from fossil fuel burning have been rising for the past several decades?,carbon dioxide,CO2,0.0,0,0.8494597673416138,0.8872536420822144,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_4654,"What class of animal, including hydras and jellies, is considered the simplest to contain a nervous system?",cnidarians,Cnidaria,0.0,0,0.819509744644165,0.929402768611908,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_1846,What system protects the soft organs of the body?,skeletal system,Skeleton system,0.5,0,0.8707072138786316,0.8959830403327942,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_383,"Different forms, or allotropes, of carbon are diamond, graphite, and what?",fullerenes,fullerene,0.0,0,0.8909990787506104,0.9689473509788513,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_2598,How many bones does the  mammalian middle ear have?,three,3,0.0,0,0.8656188249588013,0.9156867861747742,numeric_equivalence,numeric_equivalence,High-similarity wrong: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_1347,The water in some springs are hot because they're heated by what?,hot magma,magma,0.6666666666666666,0,0.8715517520904541,0.8768808841705322,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_4173,What is the term for animals that  cannot raise their body temperature on their own?,ectothermic,Ectotherms,0.0,0,0.8663953542709351,0.9109650254249573,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_2980,What is the term for the skeletal structure of the head that supports the face and protects the brain?,cranium (skull),Cranium,0.6666666666666666,0,0.8856167197227478,0.964127242565155,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_2917,"What part of a mature plant cell is responsible for storing substances like water, enzymes, and salts?",central vacuole,Vacuole,0.6666666666666666,0,0.8017652034759521,0.8645166158676147,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_4418,What should you use to protect your eyes from chemicals?,eye goggles,Safety goggles,0.5,0,0.8186445236206055,0.8675839900970459,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_4291,A refrigerator must do work to reverse the normal direction of what?,thermal energy flow,Heat flow,0.4,0,0.8212952613830566,0.873666524887085,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_1714,What is it called when electrons are shared equally?,nonpolar bonds,Nonpolar covalent bond,0.4,0,0.8671671152114868,0.9387082457542419,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_2703,Some women experience cramping and pain before and during what monthly cycle?,menstruation,Menstrual cycle,0.0,0,0.8701512813568115,0.8728215098381042,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_950,Is the progeny produced by asexual reproduction stronger or weaker than seedlings produced by sexual reproduction?,stronger,Weaker,0.0,0,0.836696207523346,0.8162901997566223,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_3538,What moves nitrogen back and forth between the atmosphere and organisms?,the nitrogen cycle,Nitrogen fixation and nitrogen cycling,0.28571428571428575,0,0.8226792216300964,0.8543679118156433,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_353,The attraction between all objects in the universe is known as ______.,gravity,gravitation,0.0,0,0.8280612826347351,0.849552571773529,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.,semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_4834,What are the two components of the autonomic nervous system?,parasympathetic and sympathetic,Sympathetic and parasympathetic nervous systems.,0.7499999999999999,0,0.9107546806335449,0.9004029035568237,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_3204,Not even light can escape from what extremely dense object sometimes found in deep space?,black holes,Black hole,0.5,0,0.9441515207290649,0.9340887665748596,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.,automatic_label_artifact
results_nq,MiniLM,high_similarity_wrong,sample_1062,Proto-oncogenes normally help regulate what?,cell division,cell growth and division,0.6666666666666666,0,0.8432657122612,0.9221115112304688,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_3923,What are 3 types of light?,"infrared, visible, ultraviolet","Visible light, infrared light, ultraviolet light",0.6666666666666666,0,0.9188412427902222,0.929341733455658,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
results_nq,MiniLM,high_similarity_wrong,sample_1276,People with osteoporosis have an increase risk of what?,bone fractures,fractures,0.6666666666666666,0,0.9021431803703308,0.8907286524772644,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity.",semantic_similarity_limitation
