result_group,dataset,task_type,model,failure_kind,id,question,reference_used,ground_truth,prediction,reference_answer_source,correct_label,token_f1,active_similarity,distance,human_category,human_type,human_rationale,annotator
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_3848,who kicked the longest field goal at heinz field,"Heinz Field The longest NFL field goal ever kicked in Heinz Field is 53 yards. Dallas Cowboys kicker Dan Bailey first set the record in 2016. That record was tied on November 26, 2017 by Pittsburgh Steelers kicker Chris Boswell in a game-winning effort over the Green Bay Packers with 4 seconds remaining in the game, resulting in a 31-28 win. In collegiate play, former Old Dominion kicker Jarod Brown made a 54-yard kick against the Pittsburgh Panthers in 2013.","Heinz Field The longest NFL field goal ever kicked in Heinz Field is 53 yards. Dallas Cowboys kicker Dan Bailey first set the record in 2016. That record was tied on November 26, 2017 by Pittsburgh Steelers kicker Chris Boswell in a game-winning effort over the Green Bay Packers with 4 seconds remaining in the game, resulting in a 31-28 win. In collegiate play, former Old Dominion kicker Jarod Brown made a 54-yard kick against the Pittsburgh Panthers in 2013.","Chris Boswell kicked the longest field goal at Heinz Field, which was 52 yards.",,0,0.2272727272727273,0.834,0.166,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_2648,is ben nevis the highest mountain in britain,"Ben Nevis Ben Nevis (Scottish Gaelic: Beinn Nibheis, pronounced [peˈɲivəʃ]; English: /bɛnˈnɛvɪs/) is the highest mountain in the British Isles, located in Scotland. Standing at 1,345 metres (4,411 ft)[1] above sea level, it is located at the western end of the Grampian Mountains in the Lochaber area of the Scottish Highlands, close to the town of Fort William.","Ben Nevis Ben Nevis (Scottish Gaelic: Beinn Nibheis, pronounced [peˈɲivəʃ]; English: /bɛnˈnɛvɪs/) is the highest mountain in the British Isles, located in Scotland. Standing at 1,345 metres (4,411 ft)[1] above sea level, it is located at the western end of the Grampian Mountains in the Lochaber area of the Scottish Highlands, close to the town of Fort William.","Yes, Ben Nevis is the highest mountain in Britain.",,0,0.19354838709677416,0.842,0.158,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_3283,who did texas vote for in the 2016 election,"United States presidential election in Texas, 2016 The 2016 United States presidential election in Texas was won by Republican Donald Trump and his running mate Mike Pence by an 8.99% margin over Democrats Hillary Clinton and Tim Kaine, part of the November 8, 2016 General Election. Texas assigns its 38 Electoral College votes to the state's popular vote winner, but two faithless electors chose other candidates, making Texas the only state in 2016 to give Trump less than the assigned electoral votes.","United States presidential election in Texas, 2016 The 2016 United States presidential election in Texas was won by Republican Donald Trump and his running mate Mike Pence by an 8.99% margin over Democrats Hillary Clinton and Tim Kaine, part of the November 8, 2016 General Election. Texas assigns its 38 Electoral College votes to the state's popular vote winner, but two faithless electors chose other candidates, making Texas the only state in 2016 to give Trump less than the assigned electoral votes.",Texas voted for Donald Trump in the 2016 presidential election.,,0,0.16091954022988506,0.819,0.181,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_3376,where is the palace of versailles in paris,"Palace of Versailles The Palace of Versailles, Château de Versailles, or simply Versailles (English: /vɛərˈsaɪ/ vair-SY or /vərˈsaɪ/ vər-SY; French: [vɛʁsaj]), is a royal château in Versailles in the Île-de-France region of France. It is now open as a museum, and a very popular tourist attraction.","Palace of Versailles The Palace of Versailles, Château de Versailles, or simply Versailles (English: /vɛərˈsaɪ/ vair-SY or /vərˈsaɪ/ vər-SY; French: [vɛʁsaj]), is a royal château in Versailles in the Île-de-France region of France. It is now open as a museum, and a very popular tourist attraction.","The Palace of Versailles is located in Versailles, a suburb of Paris, France.",,0,0.2857142857142857,0.822,0.178,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_3549,when did the song lean on me come out,"Lean on Me (song) ""Lean on Me"" is a song written and recorded by African American singer-songwriter Bill Withers. It was released in April 1972 as the first single from his second album, Still Bill. It was his first and only number one single on both the soul singles and the Billboard Hot 100.[1] Billboard ranked it as the No. 7 song of 1972.[2] It is ranked number 208 on Rolling Stone's list of ""The 500 Greatest Songs of All Time"".[3] Numerous cover versions have been recorded, and it is one of only nine songs to have reached No. 1 in the US Singles Charts with versions recorded by two different artists.[4]","Lean on Me (song) ""Lean on Me"" is a song written and recorded by African American singer-songwriter Bill Withers. It was released in April 1972 as the first single from his second album, Still Bill. It was his first and only number one single on both the soul singles and the Billboard Hot 100.[1] Billboard ranked it as the No. 7 song of 1972.[2] It is ranked number 208 on Rolling Stone's list of ""The 500 Greatest Songs of All Time"".[3] Numerous cover versions have been recorded, and it is one of only nine songs to have reached No. 1 in the US Singles Charts with versions recorded by two different artists.[4]","The song ""Lean on Me"" was released in 1972.",,0,0.13445378151260504,0.809,0.191,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_1175,what is steel in guns germs and steel,"Guns, Germs, and Steel The book's title is a reference to the means by which farm-based societies conquered populations of other areas and maintained dominance, despite sometimes being vastly outnumbered â€“ superior weapons provided immediate military superiority (guns); Eurasian diseases weakened and reduced local populations, who had no immunity, making it easier to maintain control over them (germs); and durable means of transport (steel) enabled imperialism.","Guns, Germs, and Steel The book's title is a reference to the means by which farm-based societies conquered populations of other areas and maintained dominance, despite sometimes being vastly outnumbered â€“ superior weapons provided immediate military superiority (guns); Eurasian diseases weakened and reduced local populations, who had no immunity, making it easier to maintain control over them (germs); and durable means of transport (steel) enabled imperialism.","Steel in Guns, Germs, and Fire is a metaphor for technological and material advancements, particularly in weapons and tools.",,0,0.1927710843373494,0.801,0.199,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_3702,where did the term hat trick come from in hockey,"Hat-trick The term first appeared in 1858 in cricket, to describe H. H. Stephenson's taking three wickets with three consecutive deliveries. Fans held a collection for Stephenson, and presented him with a hat bought with the proceeds.[1] The term was used in print for the first time in 1865.[2] The term was eventually adopted by many other sports including hockey, association football, water polo and team handball.","Hat-trick The term first appeared in 1858 in cricket, to describe H. H. Stephenson's taking three wickets with three consecutive deliveries. Fans held a collection for Stephenson, and presented him with a hat bought with the proceeds.[1] The term was used in print for the first time in 1865.[2] The term was eventually adopted by many other sports including hockey, association football, water polo and team handball.","The term ""hat trick"" originated from cricket and was later adopted by hockey to describe when a player scores three goals in succession.",,0,0.30588235294117644,0.812,0.188,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_1049,what is the difference between a graduated driver license and a driver license,"Graduated driver licensing Graduated driver licensing systems (GDLS) are designed to provide new drivers of motor vehicles with driving experience and skills gradually over time in low-risk environments. There are typically three steps or stages through which new drivers pass. They begin by acquiring a learner's permit, progress to a restricted, probationary or provisional license, followed by receipt of a full driver's license.[1] Graduated drivers' licensing generally restricts nighttime, expressway, and unsupervised driving during initial stages, but lifts these restrictions with time and further testing of the individual, eventually concluding with the individual attaining a full driver's license.","Graduated driver licensing Graduated driver licensing systems (GDLS) are designed to provide new drivers of motor vehicles with driving experience and skills gradually over time in low-risk environments. There are typically three steps or stages through which new drivers pass. They begin by acquiring a learner's permit, progress to a restricted, probationary or provisional license, followed by receipt of a full driver's license.[1] Graduated drivers' licensing generally restricts nighttime, expressway, and unsupervised driving during initial stages, but lifts these restrictions with time and further testing of the individual, eventually concluding with the individual attaining a full driver's license.","A graduated driver license has restrictions and limitations for new drivers, while a full driver license grants unrestricted driving privileges.",,0,0.19130434782608693,0.811,0.189,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_4010,where does the pygmy three toed sloth live,"Pygmy three-toed sloth The pygmy three-toed sloth (Bradypus pygmaeus), also known as the monk sloth or dwarf sloth, is a sloth endemic to Isla Escudo de Veraguas, a small island off the coast of Panama. The species was first described by Robert P. Anderson of the University of Kansas and Charles O. Handley Jr., of the Smithsonian Institution in 2001. The pygmy three-toed sloth is significantly smaller than the other three members of its genus, but otherwise resembles the brown-throated three-toed sloth. According to Anderson and Handley Jr., the head-and-body length is between 48 and 53 centimetres (19 and 21 in), and the body mass ranges from 2.5 to 3.5 kg (5.5 to 7.7 lb).","Pygmy three-toed sloth The pygmy three-toed sloth (Bradypus pygmaeus), also known as the monk sloth or dwarf sloth, is a sloth endemic to Isla Escudo de Veraguas, a small island off the coast of Panama. The species was first described by Robert P. Anderson of the University of Kansas and Charles O. Handley Jr., of the Smithsonian Institution in 2001. The pygmy three-toed sloth is significantly smaller than the other three members of its genus, but otherwise resembles the brown-throated three-toed sloth. According to Anderson and Handley Jr., the head-and-body length is between 48 and 53 centimetres (19 and 21 in), and the body mass ranges from 2.5 to 3.5 kg (5.5 to 7.7 lb).",The pygmy three-toed sloth lives on the small island of Escudo de Veraguas off the coast of Panama.,,0,0.21705426356589147,0.807,0.193,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_2560,why should glucose not be present in urine,"Glycosuria Glycosuria or glucosuria is the excretion of glucose into the urine. Ordinarily, urine contains no glucose because the kidneys are able to reabsorb all of the filtered glucose from the tubular fluid back into the bloodstream. Glycosuria is nearly always caused by elevated blood glucose levels, most commonly due to untreated diabetes mellitus. Rarely, glycosuria is due to an intrinsic problem with glucose reabsorption within the kidneys (such as Fanconi syndrome), producing a condition termed renal glycosuria.[1] Glycosuria leads to excessive water loss into the urine with resultant dehydration, a process called osmotic diuresis.","Glycosuria Glycosuria or glucosuria is the excretion of glucose into the urine. Ordinarily, urine contains no glucose because the kidneys are able to reabsorb all of the filtered glucose from the tubular fluid back into the bloodstream. Glycosuria is nearly always caused by elevated blood glucose levels, most commonly due to untreated diabetes mellitus. Rarely, glycosuria is due to an intrinsic problem with glucose reabsorption within the kidneys (such as Fanconi syndrome), producing a condition termed renal glycosuria.[1] Glycosuria leads to excessive water loss into the urine with resultant dehydration, a process called osmotic diuresis.",Glucose should not be present in urine because the kidneys typically reabsorb it; its presence indicates possible high blood sugar levels or kidney issues.,,0,0.16666666666666666,0.818,0.182,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
