dataset,task_type,model,failure_kind,label_field,score_field,reference_field,id,question,ground_truth,evaluation_reference,reference_answer_source,reference_evidence,prediction,correct_label,token_f1,contains_ground_truth,entity_overlap,number_conflict,date_conflict,entity_conflict,list_item_f1,specificity_flag,factual_conflict_penalty,similarity,distance,explanation_hint
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_206,when was the temple of artemis first destroyed,"Temple of Artemis The earliest version of the temple (a temenos) antedated the Ionic immigration by many years, and dates to the Bronze Age. Callimachus, in his Hymn to Artemis, attributed it to the Amazons. In the 7th century BC, it was destroyed by a flood. Its reconstruction, in more grandiose form, began around 550 BC, under the Cretan architect Chersiphron and his son Metagenes. The project was funded by Croesus of Lydia, and took 10 years to complete. This version of the temple was destroyed in 356 BC by Herostratus in an act of arson. The next, greatest and last form of the temple, funded by the Ephesians themselves, is described in Antipater of Sidon's list of the world's Seven Wonders:",356,nq_when_heuristic,This version of the temple was destroyed in 356 BC by Herostratus in an act of arson,"The Temple of Artemis was first destroyed around 356 BCE by a man named Herostratus, who sought fame through infamy.",1,0.10526315789473684,1,0.4,0,0,0,0.0,matched_or_neutral,0.0,0.05904746800661087,0.9409525319933891,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_24,who plays sonny's father in general hospital,"Ron Hale Ron Hale (born January 2, 1946) is an American actor best known for his role as Dr. Roger Coleridge on the ABC soap opera Ryan's Hope for its entire run (1975â€“1989). He played the recurring role of Mike Corbin, the father of mobster Sonny Corinthos in the ABC soap opera General Hospital.",He,nq_who_heuristic,"He played the recurring role of Mike Corbin, the father of mobster Sonny Corinthos in the ABC soap opera General Hospital",Joseph Sikora plays Sonny Corinthos Jr.'s father in General Hospital.,1,0.0,1,0.0,0,0,1,0.0,conflict,0.25,0.11467505246400833,0.8853249475359917,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_426,who does rondo play for in the nba,"Rajon Rondo Rajon Pierre Rondo (born February 22, 1986) is an American professional basketball player for the New Orleans Pelicans of the National Basketball Association (NBA). He is a four-time NBA All-Star, and a four-time NBA All-Defensive Team member. He also led the NBA in steals during the 2009–10 season, and assists during the 2011–12, 2012–13 and 2015–16 seasons. He began his professional career with the Boston Celtics, winning an NBA championship in 2008. He ranks fourth in Celtic history in assists, and third in steals.[1] He briefly played for the Dallas Mavericks during the 2014–15 season before joining the Sacramento Kings in 2015 and the Chicago Bulls in 2016.",He,nq_who_heuristic,"He is a four-time NBA All-Star, and a four-time NBA All-Defensive Team member",Rondo last played for the Miami Heat as of the 2021-2022 season.,1,0.0,1,0.0,0,0,1,0.0,conflict,0.25,0.1359003484249115,0.8640996515750885,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_240,who sings it's going to be me,"It's Gonna Be Me ""It's Gonna Be Me"" is a song by American boy band NSYNC. It was released on June 13, 2000 as the second single in the United States and third in Europe from their second studio album No Strings Attached. The song was NSYNC's only Billboard Hot 100 number-one hit, making it their highest-charting single. It topped the chart for two consecutive weeks and has been certified Gold by the RIAA. The song serves as the opening track of the 2000 compilation album Now That's What I Call Music! 5.",It,nq_who_heuristic,"It was released on June 13, 2000 as the second single in the United States and third in Europe from their second studio album No Strings Attached","It is sung by various artists, including Frank Sinatra.",1,0.19999999999999998,1,0.6666666666666666,0,0,1,0.0,conflict,0.25,0.15615878999233246,0.8438412100076675,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_117,where is cinco de mayo celebrated in united states,"Cinco de Mayo A 2007 UCLA Newsroom article notes that, ""the holiday, which has been celebrated in California continuously since 1863, is virtually ignored in Mexico.""[29] TIME magazine reports that ""Cinco de Mayo started to come into vogue in 1940s America during the rise of the Chicano Movement.""[20] The holiday crossed over from California into the rest of the United States in the 1950s and 1960s but did not gain popularity until the 1980s when marketers, especially beer companies, capitalized on the celebratory nature of the day and began to promote it.[31][32] It grew in popularity and evolved into a celebration of Mexican culture and heritage, first in areas with large Mexican-American populations, like Los Angeles, Chicago, Houston and San Jose.[33]",California,nq_where_heuristic,"Cinco de Mayo A 2007 UCLA Newsroom article notes that, ""the holiday, which has been celebrated in California continuously since 1863, is virtually ignored in Mexico."" TIME magazine reports that ""Cinco de Mayo started to come into vogue in 1940s America during the rise of the Chicano Movement."" The holiday crossed over from California into the rest of the United States in the 1950s and 1960s but did not gain popularity until the 1980s when marketers, especially beer companies, capitalized on the celebratory nature of the day and began to promote it. It grew in popularity and evolved into a celebration of Mexican culture and heritage, first in areas with large Mexican-American populations, like Los Angeles, Chicago, Houston and San Jose","Cinco de Mayo is widely celebrated in Mexican-American communities across the United States, particularly in California, Texas, and New Mexico.",1,0.09523809523809523,1,0.2222222222222222,0,0,1,0.0,conflict,0.25,0.20407894253730774,0.7959210574626923,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_72,who made up the second coalition in 1798,"War of the Second Coalition The War of the Second Coalition (1798–1802) was the second war on revolutionary France by the European monarchies, led by Britain, Austria and Russia, and including the Ottoman Empire, Portugal, Naples, various German monarchies and Sweden. Their goal was to contain the expansion of the French Republic and to restore the monarchy in France. They failed to overthrow the revolutionary regime and French territorial gains since 1793 were confirmed. In the Treaty of Lunéville in 1801, France held all of its previous gains and obtained new lands in Tuscany, Italy, while Austria was granted Venetia and the Dalmatian coast. Britain and France signed the Treaty of Amiens in March 1802, bringing an interval of peace in Europe that lasted for 14 months. By May 1803 Britain and France were again at war and in 1805 Britain assembled the Third Coalition to resume the war against France.",Britain,nq_who_heuristic,"War of the Second Coalition The War of the Second Coalition was the second war on revolutionary France by the European monarchies, led by Britain, Austria and Russia, and including the Ottoman Empire, Portugal, Naples, various German monarchies and Sweden","The Second Coalition was formed in 1798 and consisted of Austria, Britain, Russia, and Saxony.",1,0.13333333333333333,1,0.2857142857142857,0,0,1,0.0,conflict,0.25,0.21728909015655518,0.7827109098434448,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_197,who plays hiccup in how to train your dragon 2,"Jay Baruchel Jonathan Adam Saunders Baruchel (/ˈbæruːʃɛl/;[3] born April 9, 1982) is a Canadian actor, screenwriter, model, director, and producer. He played Josh Greenberg in the FXX comedy television series Man Seeking Woman and played the lead character in Judd Apatow's comedy series, Undeclared. He is known for his voice role as Hiccup Horrendous Haddock III in the How to Train Your Dragon franchise, and for his roles in comedy movies such as Knocked Up, Tropic Thunder, Fanboys, She's Out of My League, Goon, This Is the End and The Sorcerer's Apprentice.",He,nq_who_heuristic,"He is known for his voice role as Hiccup Horrendous Haddock III in the How to Train Your Dragon franchise, and for his roles in comedy movies such as Knocked Up, Tropic Thunder, Fanboys, She's Out of My League, Goon, This Is the End and The Sorcerer's Apprentice",Jay Baruchel plays Hiccup in How to Train Your Dragon 2.,1,0.0,1,0.0,0,0,1,0.0,conflict,0.25,0.23206953704357147,0.7679304629564285,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_186,who appoints the high court judge of india,"Indian High Courts Act 1861 Appointment of the Judges: The Chief Justice of a High Court is appointed by the President with the consultation of the Chief Justice of the Supreme Court and the Governor of the State. The other judges are appointed by the will of President, Governor and the Chief Justice of High Court.",President,nq_who_heuristic,"The other judges are appointed by the will of President, Governor and the Chief Justice of High Court",The President of India appoints High Court judges on the recommendation of the Chief Justice of India.,1,0.13333333333333333,1,0.0,0,0,1,0.0,conflict,0.25,0.3063327670097351,0.6936672329902649,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_344,when is the rolls royce cullinan coming out,"Rolls-Royce Cullinan Series production of the Cullinan is expected to begin in the second half of 2018,[3] while first customer deliveries will take place in the first quarter of 2019.[5]",2018,nq_when_heuristic,"Rolls-Royce Cullinan Series production of the Cullinan is expected to begin in the second half of 2018, while first customer deliveries will take place in the first quarter of 2019",The Rolls Royce Cullinan was first released in 2018.,1,0.2222222222222222,1,0.6666666666666666,0,0,0,1.0,matched_or_neutral,0.0,0.3384745121002197,0.6615254878997803,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,sentence-transformers/all-MiniLM-L6-v2,low_similarity_correct,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer,sample_140,where does the new madrid fault line run,"New Madrid Seismic Zone The 150-mile (240Â km) long seismic zone, which extends into five states, stretches southward from Cairo, Illinois; through Hayti, Caruthersville and New Madrid in Missouri; through Blytheville into Marked Tree in Arkansas. It also covers a part of West Tennessee, near Reelfoot Lake, extending southeast into Dyersburg. It is southwest of the Wabash Valley Seismic Zone.",Missouri,nq_where_heuristic,"New Madrid Seismic Zone The 150-mile long seismic zone, which extends into five states, stretches southward from Cairo, Illinois; through Hayti, Caruthersville and New Madrid in Missouri; through Blytheville into Marked Tree in Arkansas","The New Madrid fault line runs through parts of Arkansas, Tennessee, Missouri, Kentucky, Louisiana, and Illinois.",1,0.125,1,0.25,0,0,1,0.0,conflict,0.25,0.37204745411872864,0.6279525458812714,"Correct short answer is contained, but whole-answer embedding is low."
nq,long_form,BAAI/bge-base-en-v1.5,high_similarity_wrong,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,sample_394,what are the teams in the little league world series,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries. Prior to 2001 there were eight teams in the LLWS: four U.S. teams (Central, South, East, and West) and four international (Canada, Latin America, Europe, and the Far East). It should be noted that in 1975 there were only four teams in the LLWS, all from the United States.[6] The international teams returned in 1976.[6] Starting in 1976, two brackets were established, with the four U.S. regions competing in the U.S. bracket and the four non-U.S. regions competing in the International bracket. The U.S. national champion and the International champion then compete for the World Series title.[6]","Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries",nq_evidence_sentence,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries","The Little League World Series features 10 teams, typically 8 from the U.S. and 2 international teams.",0,0.4324324324324324,0,0.25,1,0,0,0.20000000000000004,conflict,0.57,0.9227474927902222,0.07725250720977783,Manual review needed for factual equivalence.
nq,long_form,BAAI/bge-base-en-v1.5,high_similarity_wrong,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,sample_110,compare the speed of sound in solid liquid and gas media,"Speed of sound In common everyday speech, speed of sound refers to the speed of sound waves in air. However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids. For example, (as noted above), sound travels at 343 m/s in air; it travels at 1,484 m/s in water (4.3 times as fast as in air); and at 5,120 m/s in iron (about 15 times as fast as in air). In an exceptionally stiff material such as diamond, sound travels at 12,000 metres per second (26,843Â mph);[1] (about 35 times as fast as in air) which is around the maximum speed that sound will travel under normal conditions.","However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids",nq_evidence_sentence,"However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids","Sound travels fastest in solids, slower in liquids, and slowest in gases.",0,0.48648648648648657,0,0.0,0,0,1,0.0,conflict,0.25,0.892000675201416,0.10799932479858398,Semantic relatedness may be high while key factual units differ.
nq,long_form,BAAI/bge-base-en-v1.5,high_similarity_wrong,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,sample_160,where does g0 occur in the cell cycle,"G0 phase The G0 phase describes a cellular state outside of the replicative cell cycle. Classically, cells were thought to enter G0 primarily due to environmental factors, like nutrient deprivation, that limited the resources necessary for proliferation. Thus it was thought of as a resting phase. G0 is now known to take different forms and occur for multiple reasons. For example, most adult neuronal cells, among the most metabolically active cells in the body, are fully differentiated and reside in a terminal G0 phase. Neurons reside in this state, not because of stochastic or limited nutrient supply, but as a part of their internal genetic programming.",G0 phase The G0 phase describes a cellular state outside of the replicative cell cycle,nq_evidence_sentence,G0 phase The G0 phase describes a cellular state outside of the replicative cell cycle,"G0 occurs outside of the cell cycle, when cells are not actively dividing.",0,0.4166666666666667,0,0.0,0,0,0,0.6666666666666666,partial_overlap,0.0,0.8801375031471252,0.11986249685287476,Semantic relatedness may be high while key factual units differ.
nq,long_form,BAAI/bge-base-en-v1.5,high_similarity_wrong,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,sample_371,is nigeria still a member of united nation,"Nigeria and the United Nations Nigeria is a member of the United Nations. Nigeria did not become independent of the United Kingdom until 1960, while the United Nations had already been established by the Declaration by the United Nations in 1942. Tijjani Muhammad-Bande[3] is the permanent representative of Nigeria.[4]",Nigeria and the United Nations Nigeria is a member of the United Nations,nq_evidence_sentence,Nigeria and the United Nations Nigeria is a member of the United Nations,"Yes, Nigeria is still a member of the United Nations.",0,0.6666666666666665,0,0.6666666666666666,0,0,0,0.5,partial_overlap,0.0,0.8720412254333496,0.1279587745666504,High semantic score with partial lexical overlap; inspect specificity.
nq,long_form,BAAI/bge-base-en-v1.5,high_similarity_wrong,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,sample_187,what is commission on human rights of the philippines,"Commission on Human Rights (Philippines) The Commission on Human Rights (CHR) is an independent constitutional office created under the 1987 Constitution of the Philippines, with the primary function of investigating all forms of human rights violations involving civil and political rights in the Philippines.[2]","Commission on Human Rights The Commission on Human Rights is an independent constitutional office created under the 1987 Constitution of the Philippines, with the primary function of investigating all forms of human rights violations involving civil.",nq_evidence_sentence,"Commission on Human Rights The Commission on Human Rights is an independent constitutional office created under the 1987 Constitution of the Philippines, with the primary function of investigating all forms of human rights violations involving civil and political rights in the Philippines",The Commission on Human Rights of the Philippines is an independent quasi-judicial body responsible for the promotion and protection of human rights.,0,0.44000000000000006,0,0.4444444444444444,0,0,0,0.0,under_specific_prediction,0.0,0.8714851140975952,0.12851488590240479,Manual review needed for factual equivalence.
nq,long_form,BAAI/bge-base-en-v1.5,high_similarity_wrong,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,sample_308,what is the use of jar file in java,"JAR (file format) A JAR (Java ARchive) is a package file format typically used to aggregate many Java class files and associated metadata and resources (text, images, etc.) into one file for distribution.[3]",JAR A JAR is a package file format typically used to aggregate many Java class files and associated metadata and resources into one file for distribution,nq_evidence_sentence,JAR A JAR is a package file format typically used to aggregate many Java class files and associated metadata and resources into one file for distribution,A jar file in Java is used to package classes and resources into a single file for distribution and deployment.,0,0.6666666666666666,0,1.0,0,0,0,0.0,under_specific_prediction,0.0,0.8705964088439941,0.12940359115600586,High semantic score with partial lexical overlap; inspect specificity.
nq,long_form,BAAI/bge-base-en-v1.5,high_similarity_wrong,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,sample_184,where did the bald eagle get its name,"Bald eagle Bald eagles are not actually bald; the name derives from an older meaning of the word, ""white headed"". The adult is mainly brown with a white head and tail. The sexes are identical in plumage, but females are about 25 percent larger than males. The beak is large and hooked. The plumage of the immature is brown.","Bald eagle Bald eagles are not actually bald; the name derives from an older meaning of the word, ""white headed""",nq_evidence_sentence,"Bald eagle Bald eagles are not actually bald; the name derives from an older meaning of the word, ""white headed""","The bald eagle got its name from the Old English word ""bald,"" which means white.",0,0.4666666666666667,0,0.0,0,0,1,0.0,conflict,0.25,0.8679406046867371,0.13205939531326294,Semantic relatedness may be high while key factual units differ.
