dataset,model,failure_kind,heuristic_type,id,question,ground_truth,prediction,exact_match,token_f1,contains_ground_truth,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,similarity_BAAI_bge_base_en_v1.5
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_353,The attraction between all objects in the universe is known as ______.,gravity,gravitation,0,0.0,0,0,0.8280612826347351,0.8495526313781738
results_wiki,BGE,high_similarity_wrong,numeric_equivalence,sample_366,The kinetic-molecular theory as it applies to gases has how many basic assumptions?,five,5,0,0.0,0,0,0.9229784607887268,0.9198909997940063
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_372,Both diffusion and effusion are related to the speed at which what objects move?,gas molecules,molecules,0,0.6666666666666666,0,0,0.801552951335907,0.8762996196746826
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_380,The heart and a network of blood vessels that run throughout the body make up what organ system?,cardiovascular system,Circulatory System,0,0.5,0,0,0.7532528638839722,0.8704527616500854
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_383,"Different forms, or allotropes, of carbon are diamond, graphite, and what?",fullerenes,fullerene,0,0.0,0,0,0.8909990191459656,0.9689473509788513
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_391,Many of the hormones are secreted in response to what signals of the body?,nervous system signals,Signals from the hypothalamus or changes in bodily conditions.,0,0.18181818181818182,0,0,0.6318296790122986,0.8079732060432434
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_396,"What property is characterized by eddies and swirls that mix layers of fluid together, unlike laminar flow?",turbulence,Turbulent flow,0,0.0,0,0,0.8127654790878296,0.8657864332199097
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_403,What are the two main divisions of the human nervous system?,central and peripheral,Central nervous system and peripheral nervous system,0,0.6,0,0,0.6675896644592285,0.8212366700172424
results_wiki,BGE,high_similarity_wrong,numeric_equivalence,sample_405,The body is made up of how many types of tissue?,four,4,0,0.0,0,0,0.8942000865936279,0.8634971380233765
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_409,What type of bonds do alkanes only contain?,carbon-carbon single bonds,Carbon-carbon and carbon-hydrogen single bonds,0,0.7272727272727273,0,0,0.9053760170936584,0.936651349067688
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_415,"This heat is used to convert water into steam, which is then used to turn a turbine, thus generating what?",electrical power,Electricity,0,0.0,0,0,0.8583698272705078,0.8643052577972412
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_458,Where are aerofoils found?,birds and airplanes,Airplanes,0,0.5,0,0,0.7588648200035095,0.8245498538017273
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_466,What happens to the temperature of matter as light is absorbed?,it increases,Increases,0,0.6666666666666666,0,0,0.8541367053985596,0.8775575757026672
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_469,An action potential that starts at the axon hillock moves along the axon only toward what?,the synaptic terminals,axon terminals,0,0.5,0,0,0.5886073112487793,0.8400039672851562
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_470,Fission is a type of radioactivity in which large nuclei spontaneously break apart into what?,smaller nuclei,small nuclei and release energy,0,0.28571428571428575,0,0,0.7469356656074524,0.8893733620643616
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_484,"The coccyx, or tailbone, results from the fusion of four small what?",coccygeal vertebrae,vertebrae,0,0.6666666666666666,0,0,0.7477850914001465,0.8137715458869934
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_494,Producers at the base of ecological food webs are also known as?,autotrophic,Autotrophs,0,0.0,0,0,0.8083308339118958,0.8845455050468445
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_497,What is the study of the similarities and differences in the embryos of different species?,comparative embryology,Embryology,0,0.6666666666666666,0,0,0.8779030442237854,0.8416478037834167
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_502,What type of fibers are made mostly of protein in living things?,muscle fibers,Collagen fibers,0,0.5,0,0,0.6850510835647583,0.8231680989265442
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_506,"What kind of cells have positive cell potentials, and all the reduction reactions are reversible?",galvanic cells,Electrochemical cells,0,0.5,0,0,0.6916986703872681,0.8300342559814453
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_535,The gender of a baby is determined by what special pair of chromosomes?,sex chromosomes,X and Y chromosomes,0,0.3333333333333333,0,0,0.6877295970916748,0.8598277568817139
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_547,What is the term for an infection caused by a fungal parasite?,mycosis,Fungal infection,0,0.0,0,0,0.5650200843811035,0.8098028898239136
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_555,Where do germline mutations occur in?,in gametes,In reproductive cells or germ cells.,0,0.25,0,0,0.3960859477519989,0.8063384890556335
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_561,Certain medications can suppress the immune system. this is an intended effect of drugs given to people with what?,transplanted organs,Organ transplants.,0,0.0,0,0,0.8420719504356384,0.8762086033821106
results_wiki,BGE,high_similarity_wrong,morphology_or_inflection,sample_564,What is the name for a biologist who studies fungi?,mycologists,Mycologist,0,0.0,0,0,0.9269847273826599,0.8971846699714661
results_wiki,BGE,high_similarity_wrong,numeric_equivalence,sample_565,How many different kinds of ions are produced when sodium chloride dissociates ?,two,2,0,0.0,0,0,0.8183469772338867,0.8677993416786194
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_572,What do we call zeros that appear after nonzero digits?,right-end zeros,Significant zeros,0,0.4,0,0,0.6283512115478516,0.8454105257987976
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_577,The mass of the objects and the distance between them affect the strength of what universal force?,gravity,Gravitational force,0,0.0,0,0,0.7904049754142761,0.8508159518241882
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_579,Constantly going through some form of growth and repair is a characteristic of all what?,living things,all living organisms,0,0.4,0,0,0.5955219864845276,0.8222383856773376
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_589,What is the process by which the egg is fertilized by the pollen of the same flower?,self pollination,Self-fertilization,0,0.5,0,0,0.5694940686225891,0.8049847483634949
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_597,Atherosclerosis and coronary heart disease are examples of what type of body system disease?,cardiovascular system,Cardiovascular,0,0.6666666666666666,0,0,0.7723233103752136,0.8531553745269775
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_598,"When cats mark their territory by rubbing their face against an object, they deposit chemicals released by what structures?",scent glands,"Pheromones from glands in their cheeks, face, and paws.",0,0.1818181818181818,0,0,0.6237218976020813,0.8235873579978943
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_599,"Like other bryophytes, moss plants spend most of their life cycle as?",gametophytes,gametophyte,0,0.0,0,0,0.9248482584953308,0.9690386652946472
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_600,What is a benefit of low sulfur coal over high sulfur coal?,less pollution,Reduces air pollution,0,0.4,0,0,0.7435668706893921,0.8840916156768799
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_606,What can damage the hair cells lining the cochlea of the inner ear?,loud sounds,Loud noise,0,0.5,0,0,0.8557156920433044,0.9345128536224365
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_626,The prevalence of cervical cancer in the united states is very low because of regular screening exams called what?,pap smears,Pap tests,0,0.5,0,0,0.7709831595420837,0.8807278871536255
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_629,"As per hutton's unconformity, what happened to the intermediate layers of rock?",they eroded away,Worn away by erosion.,0,0.28571428571428575,0,0,0.6366637945175171,0.8485239744186401
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_632,Cilia and flagella are extensions of what?,plasma membrane,cell membrane,0,0.5,0,0,0.7394431233406067,0.9140178561210632
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_634,"During karyogamy, the haploid nuclei contributed by the two parents fuse, which produces what?",diploid cells,Diploid nucleus,0,0.5,0,0,0.8178847432136536,0.85603266954422
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_671,A species is a subdivision of a genus in what classification system?,linnaean system,Linnaean,0,0.6666666666666666,0,0,0.7500929832458496,0.8919354677200317
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_679,What kind of rays can travel thousands of meters through air and can penetrate and damage cells deep inside the body?,gamma rays,Ionizing radiation,0,0.0,0,0,0.4526554346084595,0.8161904215812683
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_682,What device changes kinetic energy to electrical energy through electromagnetic induction?,electric generator,Generator,0,0.6666666666666666,0,0,0.8492159843444824,0.8966141939163208
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_701,How does air pressure change as altitude increases?,it decreases,Decreases,0,0.6666666666666666,0,0,0.8701293468475342,0.9141074419021606
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_702,"In harmonic motion there is always what force, which acts in the opposite direction of the velocity?",restorative force,Restoring force,0,0.5,0,0,0.6523768901824951,0.8520134091377258
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_716,"Humans use many compounds that were first discovered or derived from living organisms as medicines: secondary plant compounds, animal toxins, and antibiotics produced by these?",bacteria and fungi,bacteria,0,0.5,0,0,0.7601220011711121,0.8058286309242249
results_wiki,BGE,high_similarity_wrong,morphology_or_inflection,sample_720,What forms when an atom gains electrons?,anions,Anion,0,0.0,0,0,0.8634361624717712,0.9486968517303467
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_725,Examples of acute forms of what type of diseases include the common cold and influenza?,viral diseases,Viral infections,0,0.5,0,0,0.868356466293335,0.897668182849884
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_739,What do angiosperms produce?,flowers and fruit,"Flowers, fruits, and seeds",0,0.5714285714285715,0,0,0.8871837854385376,0.8959071636199951
results_wiki,BGE,high_similarity_wrong,numeric_equivalence,sample_742,"What is the ph level of neutral, pure water?",seven,7,0,0.0,0,0,0.9258615374565125,0.9047802686691284
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_759,What is paleobotany?,study of extinct plants,Study of ancient plants.,0,0.75,0,0,0.6668160557746887,0.8790304660797119
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_764,In the tropics what are the prevailing winds called?,tradewinds,trade winds,0,0.0,0,0,0.7885814905166626,0.850843608379364
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_781,What state occurs when the amount of solute dissolved exceeds the solubility?,supersaturation,Supersaturated,0,0.0,0,0,0.7548056840896606,0.8674440383911133
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_797,The tidal forces near what celestial phenomena are so great they can actually tear matter from a companion star?,black holes,Black hole,0,0.5,0,0,0.9441515803337097,0.9340886473655701
results_wiki,BGE,high_similarity_wrong,morphology_or_inflection,sample_805,What creates charged regions in a water molecule?,polar covalent bonds,Polar covalent bond,0,0.6666666666666666,0,0,0.9792749881744385,0.9824459552764893
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_807,What is the term for environmental causes of mutations?,mutagens,Mutagenic factors,0,0.0,0,0,0.7379396557807922,0.8232553601264954
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_827,What do farmers use greenhouses for?,to extend the growing season,To grow plants year-round.,0,0.22222222222222224,0,0,0.7427243590354919,0.8432896733283997
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_842,"What title is used to describe health professionals who use nonsurgical techniques to help patients with musculoskeletal system problems that involve the bones, muscles, ligaments, tendons, or nervous system?",chiropractor chiropractors,Chiropractor,0,0.6666666666666666,0,0,0.9310474395751953,0.953129231929779
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_851,"When we move down a group of elements on the periodic table, what happens to their electronegativity?",it decreases,Decreases,0,0.6666666666666666,0,0,0.8701293468475342,0.9141075611114502
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_867,Which kinds of cells have nuclei and other membrane bound organelles?,eukaryotes,Eukaryotic cells,0,0.0,0,0,0.8649792671203613,0.9388816952705383
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_875,What gas is released into the atmosphere when fossil fuels are burned?,co2,Carbon dioxide,0,0.0,0,0,0.8494598269462585,0.8872536420822144
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_891,What kind of molecule is made from one or more long chains of amino acids?,protein molecule,Protein,0,0.6666666666666666,0,0,0.7665034532546997,0.8523245453834534
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_915,What type of charge does a neutron have?,neutral or no charge,No charge,0,0.6666666666666666,0,0,0.5951952934265137,0.8006253838539124
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_917,Alkaline earth metals are what color?,silvery grey,Silvery gray,0,0.5,0,0,0.9822336435317993,0.955269992351532
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_924,"When light is absorbed by a material, what may increase?",its temperature,Temperature,0,0.6666666666666666,0,0,0.8518868684768677,0.822861909866333
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_926,"Connective tissues typically have three characteristic components in common: cells, large amounts of amorphous ground substance, and what else?",protein fibers,fibers,0,0.6666666666666666,0,0,0.7849147915840149,0.858410120010376
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_943,Mutations that lead to cancer usually occur in genes that control the cell cycle. these include tumor-suppressor genes and what?,proto-oncogenes,oncogenes,0,0.6666666666666666,0,0,0.7713516354560852,0.8349339962005615
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_950,Is the progeny produced by asexual reproduction stronger or weaker than seedlings produced by sexual reproduction?,stronger,Weaker,0,0.0,0,0,0.8366963267326355,0.8162901401519775
results_wiki,BGE,high_similarity_wrong,morphology_or_inflection,sample_955,What takes the shape of the container they are placed in and have a definite volume?,liquids,Liquid,0,0.0,0,0,0.8991069793701172,0.9444252252578735
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_956,What is produced when a colorless solution of lead nitrate is added to a colorless solution of potassium iodide?,yellow solid precipitate,Yellow lead iodide precipitate,0,0.5714285714285715,0,0,0.7027081847190857,0.834591269493103
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_963,Why do players with more mass often have a larger impact in football?,momentum is larger,Greater momentum affects impact.,0,0.28571428571428575,0,0,0.7377790212631226,0.8848178386688232
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_964,Corals build hard exoskeletons that grow to become what?,coral reefs,Reefs,0,0.6666666666666666,0,0,0.9325021505355835,0.8988809585571289
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_973,What encloses the border of animal cells?,plasma membrane,Cell membrane,0,0.5,0,0,0.7394430637359619,0.9140178561210632
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_979,All of the monatomic ions have oxidation numbers equal to their?,charges,charge,0,0.0,0,0,0.8498682975769043,0.9130042791366577
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_981,Give an example of benthos that live near vents on the deep ocean floor.,tubeworms,Tube worms,0,0.0,0,0,0.9147738814353943,0.9121432304382324
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_986,What do electric motors use to change electrical energy into kinetic?,electromagnets,Magnetic fields,0,0.0,0,0,0.6388459801673889,0.8013059496879578
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1001,What is the term for the energy of movement?,mechanical energy,Kinetic Energy,0,0.5,0,0,0.6771305799484253,0.8085545301437378
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_1009,What happens to charges whenever they are accelerated?,they radiate,Radiate electromagnetic waves.,0,0.4,0,0,0.6517032980918884,0.8082607984542847
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_1015,What is biomass made into fuel called?,bio fuel,Biofuel,0,0.0,0,0,0.7164958119392395,0.8720186352729797
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_1016,What type of thin lava forms shapes and tubes as it flows?,pāhoehoe,Pahoehoe,0,0.0,0,0,1.0,1.0
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1022,Increasing voltage with a higher-volt battery does what to the current?,increases it,Increases current,0,0.5,0,0,0.6224654912948608,0.8171634078025818
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1023,Hydrogen peroxide will decompose over time to produce _______ gas.,water and oxygen,Oxygen,0,0.5,0,0,0.8272406458854675,0.8562201857566833
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1026,Boiling points increase with which kind of mass?,molar mass,Molecular mass,0,0.5,0,0,0.631174623966217,0.8094658255577087
results_wiki,BGE,high_similarity_wrong,morphology_or_inflection,sample_1042,The chemical behavior of elements can largely be explained by what?,electron configurations,electron configuration,0,0.5,0,0,0.9687708616256714,0.9762026071548462
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1055,What theory explains the physical behavior of gases?,kinetic theory of gases,Kinetic Molecular Theory,0,0.5714285714285715,0,0,0.7724248766899109,0.9140296578407288
results_wiki,BGE,high_similarity_wrong,synonym_or_paraphrase_labeling_artifact,sample_1060,What causes fertilization to occur?,sperm and an egg fuse,Sperm meets and fuses with an egg.,0,0.6,0,0,0.891029953956604,0.9501231908798218
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1062,Proto-oncogenes normally help regulate what?,cell division,cell growth and division,0,0.6666666666666666,0,0,0.8432656526565552,0.9221115708351135
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_1065,What is the outer core made of?,liquid metal,Liquid iron and nickel,0,0.3333333333333333,0,0,0.6757637858390808,0.8131174445152283
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_1068,The pressure of a sample of gas is measured with an open-end what?,manometer,barometer,0,0.0,0,0,0.7297384738922119,0.8184785842895508
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1085,Nearly all of what are constructed from a set of just 20 common amino acids?,biological proteins,Proteins,0,0.6666666666666666,0,0,0.9084292650222778,0.8311053514480591
results_wiki,BGE,high_similarity_wrong,other_or_true_semantic_error,sample_1092,How is carbon dioxide and water vapor that is produced by cellular respiration released?,exhalation,Exhaled through lungs.,0,0.0,0,0,0.673630952835083,0.810830295085907
results_wiki,BGE,high_similarity_wrong,underspecified_or_overspecified_answer,sample_1101,Single bonds allow the atoms they join to rotate freely about the what?,bond axis,axis,0,0.6666666666666666,0,0,0.6708236336708069,0.8453742265701294
results_wiki,BGE,high_similarity_wrong,morphology_or_inflection,sample_1119,What is the hardest of all minerals?,diamonds,Diamond,0,0.0,0,0,0.9040918946266174,0.9470739960670471
results_wiki,BGE,high_similarity_wrong,semantic_relatedness_not_correctness,sample_1131,What is the term for long carbohydrate molecules of repeated monomer units joined together by glycosidic bonds?,polysaccharides,Polysaccharide,0,0.0,0,0,0.9641982913017273,0.9616138339042664
