result_group,dataset,task_type,model,failure_kind,id,question,reference_used,ground_truth,prediction,reference_answer_source,correct_label,token_f1,active_similarity,distance,human_category,human_type,human_rationale,annotator
baseline,results_sciq_500,short_form,BGE,high_similarity_wrong,sample_131,"First, high temperature denatures proteins and does what to cells?",kills them,kills them,Kills cells,ground_truth,0,0.5,0.801,0.199,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,BGE,high_similarity_wrong,sample_458,Where are aerofoils found?,birds and airplanes,birds and airplanes,Airplanes,ground_truth,0,0.5,0.825,0.175,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,BGE,high_similarity_wrong,sample_303,What type of winds occur when air is forced over a mountain range?,chinook winds,chinook winds,Mountain winds,ground_truth,0,0.5,0.824,0.176,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,BGE,high_similarity_wrong,sample_115,What renewable energy source converts energy from the sunlight into electricity?,solar energy,solar energy,Solar panels,ground_truth,0,0.5,0.837,0.163,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,BGE,high_similarity_wrong,sample_88,Most of the pathogens that cause stis enter the body through mucous membranes of which organs?,reproductive organs,reproductive organs,Sexual organs.,ground_truth,0,0.5,0.841,0.159,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,BGE,high_similarity_wrong,sample_66,What consequence of a tornado is responsible for most injuries and deaths?,flying debris,flying debris,Debris impact,ground_truth,0,0.5,0.814,0.186,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,BGE,high_similarity_wrong,sample_214,What is a mass spectrometer used to measure?,relative atomic masses,relative atomic masses,Mass and abundance of isotopes.,ground_truth,0,0.0,0.805,0.195,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,BGE,high_similarity_wrong,sample_233,What are fibers that depend on aerobic respiration called?,oxidative fibers,oxidative fibers,Aerobic fibers,ground_truth,0,0.5,0.841,0.159,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_41,What phenomenon is primarily the result of plate tectonic motions?,earthquake,earthquake,Earthquakes,ground_truth,0,0.0,0.908,0.092,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_63,What's the term for the gradual progression from simple plants to larger more complex ones in an area?,primary succession,primary succession,Succession,ground_truth,0,0.6666666666666666,0.874,0.126,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_82,An endocrine disease usually involves the secretion of too much or not enough of what?,hormone,hormone,hormones,ground_truth,0,0.0,0.898,0.102,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_88,Most of the pathogens that cause stis enter the body through mucous membranes of which organs?,reproductive organs,reproductive organs,Sexual organs.,ground_truth,0,0.5,0.816,0.184,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_95,"When water goes above and below its freezing point, what rock-breaking phenomenon is common?",ice wedging,ice wedging,Frost wedging,ground_truth,0,0.5,0.814,0.186,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_120,Phosphate-containing ocean sediments form primarily from the bodies of ocean organisms and from their what?,excretions,excretions,excreta,ground_truth,0,0.0,0.867,0.133,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_124,"A few earthquakes take place away from plate boundaries, these are called what?",intraplate earthquakes,intraplate earthquakes,Intra-plate earthquakes,ground_truth,0,0.4,0.898,0.102,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_152,What do ranchers fear will happen if wolves return?,livestock predation,livestock predation,Increased predation on livestock.,ground_truth,0,0.6666666666666666,0.931,0.069,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_216,Global warming will raise ocean levels due to melt water from glaciers and the greater volume of what?,warmer water,warmer water,warm water,ground_truth,0,0.5,0.901,0.099,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_220,What does the driving of turbines by the heating of water to steam accomplish?,generation of electricity,generation of electricity,Generates electricity.,ground_truth,0,0.4,0.856,0.144,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_221,What is a device that changes kinetic energy to electrical energy through electromagnetic induction?,an electric generator,an electric generator,Generator,ground_truth,0,0.6666666666666666,0.831,0.169,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_265,What are formed by the attraction between oppositely charged ions?,ionic bonds,ionic bonds,Ionic compounds,ground_truth,0,0.5,0.810,0.190,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_292,What are the two distinct types of cells found in the animal kingdom?,prokaryotes and eukaryotes,prokaryotes and eukaryotes,Eukaryotic and prokaryotic,ground_truth,0,0.3333333333333333,0.951,0.049,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_330,What are the 2 primary hosts of ebola in central africa?,apes and bats,apes and bats,Bats and primates,ground_truth,0,0.6666666666666666,0.918,0.082,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_372,Both diffusion and effusion are related to the speed at which what objects move?,gas molecules,gas molecules,molecules,ground_truth,0,0.6666666666666666,0.802,0.198,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_396,"What property is characterized by eddies and swirls that mix layers of fluid together, unlike laminar flow?",turbulence,turbulence,Turbulent flow,ground_truth,0,0.0,0.813,0.187,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_409,What type of bonds do alkanes only contain?,carbon-carbon single bonds,carbon-carbon single bonds,Carbon-carbon and carbon-hydrogen single bonds,ground_truth,0,0.7272727272727273,0.905,0.095,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_415,"This heat is used to convert water into steam, which is then used to turn a turbine, thus generating what?",electrical power,electrical power,electricity,ground_truth,0,0.0,0.858,0.142,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_431,What is the name of the region of a magnet that has the most pull?,pole,pole,Poles,ground_truth,0,0.0,0.872,0.128,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_432,How many major forces of elevation cause allele frequencies to change?,four,four,Three,ground_truth,0,0.0,0.823,0.177,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_438,What temperature scale is obtained by adding 273 degrees from the corresponding celsius temperature?,kelvin scale,kelvin scale,Kelvin,ground_truth,0,0.6666666666666666,0.813,0.187,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_462,Frequency and intensity are two measurable properties of what?,wave,wave,waves,ground_truth,0,0.0,0.918,0.082,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_486,How many different types of stresses are there?,four,four,Three,ground_truth,0,0.0,0.823,0.177,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_494,Producers at the base of ecological food webs are also known as?,autotrophic,autotrophic,Autotrophs,ground_truth,0,0.0,0.808,0.192,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,sample_497,What is the study of the similarities and differences in the embryos of different species?,comparative embryology,comparative embryology,Embryology,ground_truth,0,0.6666666666666666,0.878,0.122,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.,"Codex manual review, 2026-05-07"
baseline,results_sciq_500,short_form,MiniLM,low_similarity_correct,sample_77,"When populations get close to the carrying capacity, what happens to growth?",slows,slows,Growth slows down.,ground_truth,1,0.5,0.343,0.657,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity.","Codex manual review, 2026-05-07"
