question,correct_answer,id,dataset,ground_truth,prompt,prediction,exact_match,token_f1,contains_ground_truth,contains_prediction_in_reference,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,similarity_BAAI_bge_base_en_v1.5,entity_overlap,hybrid_sentence_transformers_all_MiniLM_L6_v2,hybrid_BAAI_bge_base_en_v1.5,result_group,dataset_result,task_type,model,failure_kind,active_similarity,distance,human_category,human_type,human_rationale
where do purple martins go in the winter time,"Purple martin Wintering in South America, purple martins migrate to North America in spring to breed. Spring migration is somewhat staggered, with arrivals in southern areas such as Florida and Texas in January, but showing up in the northern United States in April and in Canada as late as May. Males usually arrive at a site before females.[2]",sample_95,nq,"Purple martin Wintering in South America, purple martins migrate to North America in spring to breed. Spring migration is somewhat staggered, with arrivals in southern areas such as Florida and Texas in January, but showing up in the northern United States in April and in Canada as late as May. Males usually arrive at a site before females.[2]","Answer the following question in one or two concise sentences.

Question: where do purple martins go in the winter time

Answer:","Purple martins go to Central America, South America, and the Caribbean for the winter.",0,0.20289855072463764,0,0,0,0.8132003545761108,0.8009907603263855,0.22222222222222224,0.6359069148699442,0.6273601988951365,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8009907603263855,0.1990092396736145,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
who is the bad guy in lord of the rings,Sauron Sauron /ˈsaʊrɒn/[1] is the title character[note 1] and main antagonist[3] of J. R. R. Tolkien's The Lord of the Rings.,sample_109,nq,Sauron Sauron /ˈsaʊrɒn/[1] is the title character[note 1] and main antagonist[3] of J. R. R. Tolkien's The Lord of the Rings.,"Answer the following question in one or two concise sentences.

Question: who is the bad guy in lord of the rings

Answer:",Sauron,0,0.08695652173913045,0,0,0,0.5998956561088562,0.8230941295623779,0.0,0.41992695927619933,0.5761658906936645,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8230941295623779,0.17690587043762207,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
where is cinco de mayo celebrated in united states,"Cinco de Mayo A 2007 UCLA Newsroom article notes that, ""the holiday, which has been celebrated in California continuously since 1863, is virtually ignored in Mexico.""[29] TIME magazine reports that ""Cinco de Mayo started to come into vogue in 1940s America during the rise of the Chicano Movement.""[20] The holiday crossed over from California into the rest of the United States in the 1950s and 1960s but did not gain popularity until the 1980s when marketers, especially beer companies, capitalized on the celebratory nature of the day and began to promote it.[31][32] It grew in popularity and evolved into a celebration of Mexican culture and heritage, first in areas with large Mexican-American populations, like Los Angeles, Chicago, Houston and San Jose.[33]",sample_117,nq,"Cinco de Mayo A 2007 UCLA Newsroom article notes that, ""the holiday, which has been celebrated in California continuously since 1863, is virtually ignored in Mexico.""[29] TIME magazine reports that ""Cinco de Mayo started to come into vogue in 1940s America during the rise of the Chicano Movement.""[20] The holiday crossed over from California into the rest of the United States in the 1950s and 1960s but did not gain popularity until the 1980s when marketers, especially beer companies, capitalized on the celebratory nature of the day and began to promote it.[31][32] It grew in popularity and evolved into a celebration of Mexican culture and heritage, first in areas with large Mexican-American populations, like Los Angeles, Chicago, Houston and San Jose.[33]","Answer the following question in one or two concise sentences.

Question: where is cinco de mayo celebrated in united states

Answer:",Cinco de Mayo is widely celebrated in Mexican-American communities across the United States.,0,0.15624999999999997,0,0,0,0.8946403861045837,0.8022005558013916,0.3571428571428571,0.7333911274160658,0.6686832462038312,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8022005558013916,0.1977994441986084,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
where are white blood cells produced in the body,"White blood cell White blood cells (WBCs), also called leukocytes or leucocytes, are the cells of the immune system that are involved in protecting the body against both infectious disease and foreign invaders. All white blood cells are produced and derived from multipotent cells in the bone marrow known as hematopoietic stem cells. Leukocytes are found throughout the body, including the blood and lymphatic system.[1]",sample_124,nq,"White blood cell White blood cells (WBCs), also called leukocytes or leucocytes, are the cells of the immune system that are involved in protecting the body against both infectious disease and foreign invaders. All white blood cells are produced and derived from multipotent cells in the bone marrow known as hematopoietic stem cells. Leukocytes are found throughout the body, including the blood and lymphatic system.[1]","Answer the following question in one or two concise sentences.

Question: where are white blood cells produced in the body

Answer:",White blood cells are produced in the bone marrow.,0,0.23529411764705882,0,0,0,0.7634021043777466,0.8097977638244629,0.4,0.6543814730644225,0.6868584346771239,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8097977638244629,0.1902022361755371,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
what is the role of the director in theatre,"Theatre director A theatre director or stage director is an instructor in the theatre field who oversees and orchestrates the mounting of a theatre production (a play, an opera, a musical, or a devised piece of work) by unifying various endeavours and aspects of production. The director's function is to ensure the quality and completeness of theatre production and to lead the members of the creative team into realizing their artistic vision for it. The director therefore collaborates with a team of creative individuals and other staff, coordinating research, stagecraft, costume design, props, lighting design, acting, set design, stage combat, and sound design for the production. If the production he or she is mounting is a new piece of writing or a (new) translation of a play, the director may also work with the playwright or translator. In contemporary theatre, after the playwright, the director is generally the primary visionary, making decisions on the artistic concept and interpretation of the play and its staging. Different directors occupy different places of authority and responsibility, depending on the structure and philosophy of individual theatre companies. Directors use a wide variety of techniques, philosophies, and levels of collaboration.",sample_137,nq,"Theatre director A theatre director or stage director is an instructor in the theatre field who oversees and orchestrates the mounting of a theatre production (a play, an opera, a musical, or a devised piece of work) by unifying various endeavours and aspects of production. The director's function is to ensure the quality and completeness of theatre production and to lead the members of the creative team into realizing their artistic vision for it. The director therefore collaborates with a team of creative individuals and other staff, coordinating research, stagecraft, costume design, props, lighting design, acting, set design, stage combat, and sound design for the production. If the production he or she is mounting is a new piece of writing or a (new) translation of a play, the director may also work with the playwright or translator. In contemporary theatre, after the playwright, the director is generally the primary visionary, making decisions on the artistic concept and interpretation of the play and its staging. Different directors occupy different places of authority and responsibility, depending on the structure and philosophy of individual theatre companies. Directors use a wide variety of techniques, philosophies, and levels of collaboration.","Answer the following question in one or two concise sentences.

Question: what is the role of the director in theatre

Answer:","The director in theatre oversees the creative and artistic aspects, guiding actors, designers, and technicians to bring the play to life.",0,0.12972972972972974,0,0,0,0.8173971772193909,0.816881537437439,0.2857142857142857,0.6578923097678593,0.657531361920493,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.816881537437439,0.18311846256256104,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
which is the oldest gospel in the bible,"Gospel of Mark Mark probably dates from 66â€“70 AD.[3] It appears as the second New Testament gospel because it was traditionally thought to be an epitome (summary) of Matthew, but most scholars now regard it as the earliest written gospel.[4][5] Some also reject the tradition which ascribes it to John Mark, the companion of the apostle Peter, and regard it as the work of an unknown author working with various sources including collections of miracle stories, controversy stories, parables, and a passion narrative.[6]",sample_138,nq,"Gospel of Mark Mark probably dates from 66â€“70 AD.[3] It appears as the second New Testament gospel because it was traditionally thought to be an epitome (summary) of Matthew, but most scholars now regard it as the earliest written gospel.[4][5] Some also reject the tradition which ascribes it to John Mark, the companion of the apostle Peter, and regard it as the work of an unknown author working with various sources including collections of miracle stories, controversy stories, parables, and a passion narrative.[6]","Answer the following question in one or two concise sentences.

Question: which is the oldest gospel in the bible

Answer:",The Gospel of Mark is generally considered the oldest gospel in the New Testament.,0,0.13333333333333333,0,0,0,0.7895495891571045,0.8359430432319641,0.125,0.5901847124099731,0.6226601302623748,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8359430432319641,0.1640569567680359,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
where does the last name choi come from,"Choi (Korean surname) Choi is a common Korean family name. In English speaking countries, it is most often anglicized Choi, and sometimes also Choe. Ethnic Koreans in the former USSR prefer the form Tsoi (Tsoy) especially as a transcription of the Cyrillic Цой.",sample_143,nq,"Choi (Korean surname) Choi is a common Korean family name. In English speaking countries, it is most often anglicized Choi, and sometimes also Choe. Ethnic Koreans in the former USSR prefer the form Tsoi (Tsoy) especially as a transcription of the Cyrillic Цой.","Answer the following question in one or two concise sentences.

Question: where does the last name choi come from

Answer:",The last name Choi comes from Korea.,0,0.09090909090909091,0,0,0,0.809664249420166,0.8023589849472046,0.18181818181818182,0.6213104291395707,0.6161967440084978,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8023589849472046,0.1976410150527954,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
how many episodes of the walking dead in season 8,"The Walking Dead (season 8) The eighth season of The Walking Dead, an American post-apocalyptic horror television series on AMC, premiered on October 22, 2017, and concluded on April 15, 2018, consisting of 16 episodes. Developed for television by Frank Darabont, the series is based on the eponymous series of comic books by Robert Kirkman, Tony Moore, and Charlie Adlard. The executive producers are Kirkman, David Alpert, Scott M. Gimple, Greg Nicotero, Tom Luse, and Gale Anne Hurd, with Gimple as showrunner for his fifth and final season. The eighth season has received positive reviews from critics.",sample_146,nq,"The Walking Dead (season 8) The eighth season of The Walking Dead, an American post-apocalyptic horror television series on AMC, premiered on October 22, 2017, and concluded on April 15, 2018, consisting of 16 episodes. Developed for television by Frank Darabont, the series is based on the eponymous series of comic books by Robert Kirkman, Tony Moore, and Charlie Adlard. The executive producers are Kirkman, David Alpert, Scott M. Gimple, Greg Nicotero, Tom Luse, and Gale Anne Hurd, with Gimple as showrunner for his fifth and final season. The eighth season has received positive reviews from critics.","Answer the following question in one or two concise sentences.

Question: how many episodes of the walking dead in season 8

Answer:",There are 16 episodes in Season 8 of The Walking Dead.,0,0.15999999999999998,0,0,0,0.7737261652946472,0.811791718006134,0.21428571428571427,0.6058940299919673,0.6325399168900081,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.811791718006134,0.18820828199386597,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
where is clemson university located in south carolina,"Clemson University Clemson University /ˈklɛmsən/[5] is an American public, coeducational, land-grant and sea-grant research university in Clemson, South Carolina. Clemson is the second largest university in South Carolina. As of 2016, Clemson University enrolled a total of 18,599 undergraduate students for the fall semester and 4,807 graduate students[3] and the student/faculty ratio is 16:1.[6]",sample_149,nq,"Clemson University Clemson University /ˈklɛmsən/[5] is an American public, coeducational, land-grant and sea-grant research university in Clemson, South Carolina. Clemson is the second largest university in South Carolina. As of 2016, Clemson University enrolled a total of 18,599 undergraduate students for the fall semester and 4,807 graduate students[3] and the student/faculty ratio is 16:1.[6]","Answer the following question in one or two concise sentences.

Question: where is clemson university located in south carolina

Answer:","Clemson University is located in Clemson, South Carolina.",0,0.21212121212121213,0,0,0,0.7811618447303772,0.8694019317626953,0.3157894736842105,0.6415501334165271,0.7033181943391498,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8694019317626953,0.1305980682373047,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
where does g0 occur in the cell cycle,"G0 phase The G0 phase describes a cellular state outside of the replicative cell cycle. Classically, cells were thought to enter G0 primarily due to environmental factors, like nutrient deprivation, that limited the resources necessary for proliferation. Thus it was thought of as a resting phase. G0 is now known to take different forms and occur for multiple reasons. For example, most adult neuronal cells, among the most metabolically active cells in the body, are fully differentiated and reside in a terminal G0 phase. Neurons reside in this state, not because of stochastic or limited nutrient supply, but as a part of their internal genetic programming.",sample_160,nq,"G0 phase The G0 phase describes a cellular state outside of the replicative cell cycle. Classically, cells were thought to enter G0 primarily due to environmental factors, like nutrient deprivation, that limited the resources necessary for proliferation. Thus it was thought of as a resting phase. G0 is now known to take different forms and occur for multiple reasons. For example, most adult neuronal cells, among the most metabolically active cells in the body, are fully differentiated and reside in a terminal G0 phase. Neurons reside in this state, not because of stochastic or limited nutrient supply, but as a part of their internal genetic programming.","Answer the following question in one or two concise sentences.

Question: where does g0 occur in the cell cycle

Answer:","G0 occurs outside of the cell cycle, when cells are in a quiescent state.",0,0.1834862385321101,0,0,0,0.770563006401062,0.8390076756477356,0.0,0.5393941044807433,0.5873053729534149,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8390076756477356,0.1609923243522644,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.
when is the fertilized ovum considered an embryo,"Embryo In humans, a pregnancy is generally considered to be in the embryonic stage of development between the fifth and the eleventh weeks after fertilization,[1] and is expressed as a fetus from the twelfth week.",sample_162,nq,"Embryo In humans, a pregnancy is generally considered to be in the embryonic stage of development between the fifth and the eleventh weeks after fertilization,[1] and is expressed as a fetus from the twelfth week.","Answer the following question in one or two concise sentences.

Question: when is the fertilized ovum considered an embryo

Answer:",The fertilized ovum is generally considered an embryo starting from the third week after fertilization.,0,0.3809523809523809,0,0,0,0.7927954792976379,0.8122950792312622,0.0,0.5549568355083465,0.5686065554618835,baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,0.8122950792312622,0.1877049207687378,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
